caption,rank_0,better_rank,k,mask_used
A fancy bathroom with his and her mirrors and sinks next to a toilette.,29,4,5,A fancy bathroom with _ _ _ _ and sinks next to a toilette.
This is an apartment kitchen with white cabinets and appliances.,20,2,5,This is an apartment kitchen with white cabinets _ _.
A parked motorcycle with a red enclosed side car.,13,0,5,_ _ _ with a red enclosed side car.
A parked motorcycle with a red enclosed side car.,13,0,5,_ parked motorcycle with a red enclosed side car.
A person walking in the rain on the sidewalk. ,20,1,5,_ _ _ in the rain on the sidewalk
A child with a skateboard sitting on the grass and looking at an empty field,11,1,5,A child with _ _ _ _ on the grass and looking at an empty field
A model standing next to a scooter in the middle of a room of people,22,4,5,A model standing next to a scooter in the middle of a _ _ _
A living room is arranged so people can watch the television.,25,5,5,A living room is arranged so people can watch _ _.
The sign of a restaurant in the outside of the store.,15,5,5,_ _ _ a restaurant in the outside of the store.
A desktop with two computers and fruit on it.,16,5,5,_ _ _ two computers and fruit on it.
A desktop with two computers and fruit on it.,16,1,5,A desktop with _ _ and fruit on it.
A girl that is standing next to a motorcycle.,12,2,5,A girl that is standing next to a _ _.
A skateboarder wearing a plaid shirt and jeans.,29,4,5,_ _ wearing a plaid shirt and jeans.
A car stopped at the front of the stop light. ,13,2,5,A car stopped at the front of the _ _ _.
A blue eyed tabby cat crouched on the ground. ,6,5,5,A blue eyed tabby cat _ _ _ _ _ _.
A blue eyed tabby cat crouched on the ground. ,6,5,5,A blue eyed tabby cat crouched on the _.
A person sitting on a stool on the street.,25,1,5,_ _ _ on a stool on the street
A lot of motorbikes line up down a busy street.,11,5,5,_ _ _ motorbikes line up down a busy street.
A cozy living room scene features easy chairs and a large television.,25,2,5,_ _ _ _ scene features easy chairs and a large television.
A desk with two monitors depicting security cameras.,11,0,5,_ _ _ two monitors depicting security cameras.
A desk with two monitors depicting security cameras.,11,4,5,A desk with _ _ depicting security cameras.
a person riding skis in the middle of a snowy street,6,3,5,_ _ riding skis in the middle of a snowy street
An old man standing in a kitchen posing for a picture.,22,0,5,An old man _ _ _ _ posing for a picture.
A dog driving an SUV in an open grass covered field.,20,1,5,_ _ _ _ an SUV in an open grass covered field
A cow stands in the mud next to a car.,10,1,5,_ _ _ in the mud next to a car
A cow stands in the mud next to a car.,10,5,5,A cow stands _ _ _ next to a car
A woman is taking a picture of herself in a bathroom mirror.,24,5,5,A woman is _ _ _ _ of herself in a bathroom mirror.
A cat puts her head inside of a toilet. ,6,5,5,A cat puts _ _ _ _ of a toilet.
A little kitten is stuffed into a woman's purse.,12,1,5,_ _ _ is stuffed into a woman's purse.
Oranges are in a basket on a table next to a liquor bottle.,12,4,5,_ _ in a basket on a table next to a liquor bottle.
A city street with people walking and vehicles on the road.,12,4,5,A city street with people walking and _ _ _ _.
A city street with people walking and vehicles on the road.,12,4,5,A city street with people walking and vehicles _ _ _.
The young man is stirring his pot of food with a wooden spoon.,12,2,5,_ _ _ is stirring his pot of food with a wooden spoon.
The young man is stirring his pot of food with a wooden spoon.,12,4,5,The young man is _ _ _ _ _ with a wooden spoon.
A cat is at an opening between two doors.,8,0,5,_ _ _ at an opening between two doors.
A black and white photograph of a motorcycle.,12,1,5,_ _ _ _ photograph of a motorcycle
A beautiful new kitchen with natural wood cabinets.,25,3,5,_ _ _ _ with natural wood cabinets.
Creamy cheesecake dessert with whip cream and caramel.,12,5,5,_ _ _ dessert with whip cream and caramel.
Creamy cheesecake dessert with whip cream and caramel.,12,2,5,_ cheesecake dessert with whip cream and caramel.
This is a parking garage with several signs.,8,1,5,_ _ _ parking garage with several signs
"A man relaxing at home, watching television with his dog.",6,5,5,"_ _ _ at home, watching television with his dog."
A younger man and an older man skiing in the forest.,13,0,5,_ _ _ and an older man skiing in the forest.
A younger man and an older man skiing in the forest.,13,5,5,A younger man and an older man _ _ _ _ _
A cow standing by a damaged car in a field.,8,0,5,_ _ _ by a damaged car in a field.
A cow standing by a damaged car in a field.,8,3,5,A cow standing by a damaged car _ _ _.
A cow standing by a damaged car in a field.,8,0,5,A cow _ _ _ a damaged car in a field.
Grey house cat devours a song bird on a door step,11,3,5,_ _ _ devours a song bird on a door step
A sign on a building advertising an Italian restaurant.,13,4,5,_ _ _ _ advertising an Italian restaurant.
A photo set of two women at work,12,5,5,A photo set of _ _ at work
A Virgin Australia airline on the tarmac. ,8,1,5,A Virgin Australia airline on _ _.
A Virgin Australia airline on the tarmac. ,8,3,5,_ Virgin Australia airline on the tarmac.
A giraffe and a zebra are on a grassy field by the water.,8,3,5,A giraffe and a zebra are on a grassy field by the _
Three hanging baskets all with fruit and vegetables.,6,5,5,_ _ baskets all with fruit and vegetables.
Three hanging baskets all with fruit and vegetables.,6,0,5,Three hanging _ all with fruit and vegetables.
Three hanging baskets all with fruit and vegetables.,6,1,5,Three hanging baskets all with fruit and _.
Four giraffes in a grassy plain with trees in the background.,24,5,5,_ _ _ in a grassy plain with trees in the background.
The coconut cake on a red plate is half gone.,8,2,5,The coconut cake on a _ _ is half gone.
The coconut cake on a red plate is half gone.,8,3,5,The coconut cake on a red plate _ _ _.
The coconut cake on a red plate is half gone.,8,4,5,The coconut cake on a red plate is _ _.
A man smiles as he stirs his food in the pot.,8,1,5,A man smiles as he stirs his food _ _ _
A man smiles as he stirs his food in the pot.,8,1,5,A man smiles as _ _ _ _ in the pot
A man smiles as he stirs his food in the pot.,8,1,5,A man smiles as he stirs his food in the _
A scooter is parked behind a red car.,17,1,5,_ _ _ _ behind a red car.
A scooter is parked behind a red car.,17,4,5,_ _ is parked behind a red car.
An American Airlines plane is in the sky,8,3,5,An American Airlines plane _ _ _ _
An American Airlines plane is in the sky,8,4,5,An American Airlines _ _ in the sky
An American Airlines plane is in the sky,8,3,5,An American Airlines plane is _ _ _
A close up of a bicycle  parked on a train platform.,10,5,5,_ _ _ _ of a bicycle parked on a train platform.
Several people around some motorcycles on the side of a road.,9,2,5,_ _ _ around some motorcycles on the side of a road.
Several people around some motorcycles on the side of a road.,9,3,5,Several people around _ _ on the side of a road.
Several people around some motorcycles on the side of a road.,9,5,5,Several people around some motorcycles on the side of a _.
"Six people, adults and children, wearing skis and helmets standing or skiing on snow.",8,0,5,"_ _ _, adults and children, wearing skis and helmets standing or skiing on snow."
"Six people, adults and children, wearing skis and helmets standing or skiing on snow.",8,4,5,"Six people, adults and children, _ _ _ _ _ standing or skiing on snow."
"Six people, adults and children, wearing skis and helmets standing or skiing on snow.",8,2,5,"Six people, adults and children, wearing skis and helmets _ _ _ _ _ _."
"A busy city street with a bus, taxi, and motorcycle.",15,0,5,"_ _ _ _ with a bus, taxi, and motorcycle."
A dog with goggles is in a motorcycle side car.,6,3,5,A dog with _ _ _ in a motorcycle side car
A dog with goggles is in a motorcycle side car.,6,2,5,A dog with goggles is in a _ _ _ _
A dog with goggles is in a motorcycle side car.,6,3,5,A dog with goggles is _ _ motorcycle side car
Two bicycle riders riding in the city at night.,26,5,5,_ _ _ riding in the city at night.
The car is at the intersection while the sun is setting.,8,1,5,The car is at the intersection while the sun is _ _.
The car is at the intersection while the sun is setting.,8,2,5,The car is at the intersection while _ _ is setting.
A white bathroom has a white shower curtain.,11,5,5,A white bathroom has a white shower _.
A toilet in a stall with remote control buttons.,7,2,5,_ _ _ _ _ with remote control buttons.
A toilet in a stall with remote control buttons.,7,2,5,A toilet _ _ _ _ with remote control buttons.
A futuristic car and a motorcycle parked next to each other. ,15,3,5,_ _ _ _ and a motorcycle parked next to each other.
A toilet is equipped with some buttons on a panel at the side.,9,5,5,A toilet is equipped with _ _ _ _ _ _ _ _ _ _ _
A green car on display next to a busy street.,7,3,5,A green car on display next to a _ _.
A green car on display next to a busy street.,7,0,5,A green car on display _ _ _ _ _.
A living room filled with books furniture and a flat screen TV.,18,4,5,A living room filled with _ _ _ _ _ a flat screen TV.
A man looking out the back window of his truck.,8,2,5,A man _ _ _ the back window of his truck.
A sign outside of a restaurant for Italian food. ,19,0,5,_ _ outside of a restaurant for Italian food.
Two people riding on a moped with a bus in the next lane.,28,2,5,Two people _ _ _ _ _ with a bus in the next lane.
People riding on top of elephants that are walking in a line across a road. ,15,0,5,People _ _ _ _ of elephants that are walking in a line across a road.
closeup of a cat in a bathroom sink,13,3,5,closeup of a cat in a _ _ _
A bathroom vanity with cabinets and basin sink and several grooming products scattered across it,8,1,5,_ _ _ with cabinets and basin sink and several grooming products scattered across it
Two women riding a motorcycle at night holding a shopping bag.,10,5,5,Two women riding a motorcycle at night holding _ _ _.
A girl observes a life size toy kitchen.,18,1,5,A girl observes a life size toy _ _
A person holding a skateboard overlooks a dead field of crops.,20,3,5,A person holding a _ _ overlooks a dead field of crops
A ski resort that has a couple people outside. ,12,7,10,A ski resort _ _ _ _ _ outside.
A group of motorcycle riders driving past buildings.,24,8,10,_ _ _ motorcycle riders driving past buildings.
A black Honda motorcycle with a dark burgundy seat.,14,6,10,A black Honda _ _ _ a dark burgundy seat
A black Honda motorcycle with a dark burgundy seat.,14,7,10,A black Honda motorcycle with a dark burgundy _
A truck nears a stop light in rainy weather.,26,7,10,A truck nears a stop light in _ _.
A person cross country skiing in the street of a town in winter.,27,9,10,A person _ _ _ in the street of a town in winter.
"A clean, European toilet with toilet paper and cleaning brush.",29,7,10,"A clean, European toilet with toilet paper and _ _"
"A clean, European toilet with toilet paper and cleaning brush.",29,5,10,"A clean, European _ _ _ _ _ _ _ _ _"
Man sleeping in his bedroom next to a cat.,11,1,10,Man sleeping _ _ _ next to a cat.
A snow covered resort with people skiing and enjoying the snow and a carasel with a protective covering over it.,17,10,10,A snow covered resort with _ _ and enjoying the snow and a carasel with a protective covering over it
There are two yellow flowers inside a vase.,16,3,10,There are two _ _ inside a vase.
A person riding a motorcycle with a stuffed animal on the back.,13,6,10,A person riding a motorcycle with a stuffed animal _ _ _.
People sitting under an umbrella looking at the scenery.,25,9,10,_ _ under an umbrella looking at the scenery.
A beautiful dessert waiting to be shared by two people,14,1,10,A beautiful dessert _ _ _ _ _ by two people
A fancy bathroom with double mirrors and sinks.,15,2,10,A fancy bathroom with _ _ and sinks
A sign for an Italian restaurant hangs outside a building.,26,2,10,_ _ _ _ an Italian restaurant hangs outside a building
A sign for an Italian restaurant hangs outside a building.,26,8,10,A sign for an Italian restaurant hangs outside _ _
Children's toy animals are strewn across a floor.,29,5,10,Children's toy animals _ _ _ _ _ _ _.
Motorcyclist is taking a turn while onlookers observe ,13,1,10,_ _ taking a turn while onlookers observe
A man is sitting in a busy area with his bike.,15,4,10,A man is _ _ _ _ _ with his bike
A couple on a motorcycle in front of a bus and a metermaid car,22,3,10,_ _ on a motorcycle in front of a bus and a metermaid car
Half of a cake sits on a plate.,17,9,10,Half of a cake _ _ _ _
Half of a cake sits on a plate.,17,9,10,Half of a cake sits on a _
A stoic looking cat sits in a green bowl.,13,5,10,_ _ _ _ sits in a green bowl
Two women waiting at a bench next to a street.,19,2,10,_ _ waiting at a bench next to a street.
A man rides a motorcycle down an empty street next to houses.,17,6,10,_ _ _ a motorcycle down an empty street next to houses
A man rides a motorcycle down an empty street next to houses.,17,10,10,A man rides a motorcycle down an empty street _ _ _ _
A man rides a motorcycle down an empty street next to houses.,17,6,10,A man rides a motorcycle _ _ _ _ _ _ _ _ _ _
A group of people riding mopeds through a park.,12,7,10,_ _ _ riding mopeds through a park.
A group of people riding mopeds through a park.,12,7,10,A group of people _ _ _ through a park.
An overview picture of a street at night.,29,8,10,_ _ _ of a street at night.
An overview picture of a street at night.,29,5,10,An overview picture of a _ at night.
"The bathroom has a wall sink, medicine cabinet, toothbrush holder, and bare walls.",15,1,10,"The bathroom has a _ _, medicine cabinet, toothbrush holder, and bare walls."
"The bathroom has a wall sink, medicine cabinet, toothbrush holder, and bare walls.",15,7,10,"The bathroom has a wall sink, medicine cabinet, _ _ _, and bare walls."
A woman sitting on a bucket on the side of a street. ,17,0,10,_ _ sitting on a bucket on the side of a street.
A woman sitting on a bucket on the side of a street. ,17,8,10,A woman _ _ _ _ on the side of a street.
White and yellow propeller stunt plane trailing smoke while climbing steeply.,16,10,10,White and yellow _ _ _ _ trailing smoke while climbing steeply.
A person walking in the rain while holding an umbrella.,13,1,10,_ _ _ in the rain while holding an umbrella.
A person walking in the rain while holding an umbrella.,13,5,10,A person walking in the rain while _ _ an umbrella.
Some toy animals on the ground near a picture,22,1,10,Some toy animals _ _ _ near a picture
A large group of motorcycles lined up on the street.,19,9,10,A large group of motorcycles _ _ _ _ _
A fancy bathroom with his and her mirrors and sinks next to a toilette.,29,4,10,A fancy bathroom with _ _ _ _ and sinks next to a toilette.
This is an apartment kitchen with white cabinets and appliances.,20,2,10,This is an apartment kitchen with white cabinets _ _.
A parked motorcycle with a red enclosed side car.,13,0,10,_ _ _ with a red enclosed side car.
A parked motorcycle with a red enclosed side car.,13,0,10,_ parked motorcycle with a red enclosed side car.
A person walking in the rain on the sidewalk. ,20,1,10,_ _ _ in the rain on the sidewalk
A person walking in the rain on the sidewalk. ,20,6,10,A person walking in the rain on _ _
A dog rides in a cart pulled by a man on a bike.,22,10,10,A dog rides in a cart pulled by a _ _ _ _
A classic car sitting beside the road with a surfboard on top. ,14,10,10,A classic car sitting beside the road with a _ _ _.
A child with a skateboard sitting on the grass and looking at an empty field,11,1,10,A child with _ _ _ _ on the grass and looking at an empty field
A striped plane flying up into the sky as the sun shines behind it.,13,8,10,A striped plane _ _ _ _ _ as the sun shines behind it.
A striped plane flying up into the sky as the sun shines behind it.,13,7,10,A striped plane flying up into the sky _ _ _ _ _ _ _ _.
A model standing next to a scooter in the middle of a room of people,22,4,10,A model standing next to a scooter in the middle of a _ _ _
A living room is arranged so people can watch the television.,25,6,10,_ _ _ _ is arranged so people can watch the television.
A living room is arranged so people can watch the television.,25,5,10,A living room is arranged so people can watch _ _.
The sign of a restaurant in the outside of the store.,15,5,10,_ _ _ a restaurant in the outside of the store.
The sign of a restaurant in the outside of the store.,15,7,10,The sign of a restaurant in the _ _ _ _.
A desktop with two computers and fruit on it.,16,5,10,_ _ _ two computers and fruit on it.
A desktop with two computers and fruit on it.,16,1,10,A desktop with _ _ and fruit on it.
A girl that is standing next to a motorcycle.,12,2,10,A girl that is standing next to a _ _.
A skateboarder wearing a plaid shirt and jeans.,29,4,10,_ _ wearing a plaid shirt and jeans.
A skateboarder wearing a plaid shirt and jeans.,29,7,10,A skateboarder _ _ _ _ _ _ _ _.
A skateboarder wearing a plaid shirt and jeans.,29,8,10,A skateboarder wearing a plaid shirt and _ _.
A car stopped at the front of the stop light. ,13,10,10,_ _ _ at the front of the stop light.
A car stopped at the front of the stop light. ,13,2,10,A car stopped at the front of the _ _ _.
A car stopped at the front of the stop light. ,13,8,10,A car stopped at the front of the stop _.
A person sitting on a stool on the street.,25,1,10,_ _ _ on a stool on the street
A person sitting on a stool on the street.,25,8,10,A person sitting on a stool _ _ _
A lot of motorbikes line up down a busy street.,11,5,10,_ _ _ motorbikes line up down a busy street.
A lot of motorbikes line up down a busy street.,11,9,10,A lot of motorbikes _ _ _ a busy street.
A little boy sitting alone on a motorcycle.,24,8,10,A little boy _ _ _ on a motorcycle
A cozy living room scene features easy chairs and a large television.,25,2,10,_ _ _ _ scene features easy chairs and a large television.
A cozy living room scene features easy chairs and a large television.,25,7,10,A cozy living room scene features _ _ and a large television.
A desk with two monitors depicting security cameras.,11,0,10,_ _ _ two monitors depicting security cameras.
A desk with two monitors depicting security cameras.,11,4,10,A desk with _ _ depicting security cameras.
An old man standing in a kitchen posing for a picture.,22,0,10,An old man _ _ _ _ posing for a picture.
One apple and several oranges sit in a bowl.,12,8,10,One apple and _ _ sit in a bowl
A dog driving an SUV in an open grass covered field.,20,1,10,_ _ _ _ an SUV in an open grass covered field
A bathroom being renovated featuring a toilette and shower.,22,8,10,A bathroom being renovated _ _ _ _ _.
A cat is curled up in a bowl,12,8,10,_ _ curled up in a bowl
A cat is curled up in a bowl,12,6,10,A cat _ _ _ in a bowl
A woman is taking a picture of herself in a bathroom mirror.,24,5,10,A woman is _ _ _ _ of herself in a bathroom mirror.
A little kitten is stuffed into a woman's purse.,12,1,10,_ _ _ is stuffed into a woman's purse.
A little kitten is stuffed into a woman's purse.,12,7,10,A little kitten _ _ _ _ a woman's purse.
A little kitten is stuffed into a woman's purse.,12,6,10,A little kitten is stuffed into a woman's purse _ _
Oranges are in a basket on a table next to a liquor bottle.,12,4,10,_ _ in a basket on a table next to a liquor bottle.
Oranges are in a basket on a table next to a liquor bottle.,12,10,10,Oranges are _ _ _ _ on a table next to a liquor bottle.
A city street with people walking and vehicles on the road.,12,4,10,A city street with people walking and _ _ _ _.
A city street with people walking and vehicles on the road.,12,4,10,A city street with people walking and vehicles _ _ _.
The young man is stirring his pot of food with a wooden spoon.,12,2,10,_ _ _ is stirring his pot of food with a wooden spoon.
The young man is stirring his pot of food with a wooden spoon.,12,4,10,The young man is _ _ _ _ _ with a wooden spoon.
The young man is stirring his pot of food with a wooden spoon.,12,10,10,The young man is stirring his pot of food _ _ _ _ _ _.
A motorcycle moves forward down an empty street.,21,8,10,A motorcycle moves forward down _ _ _
A motorcycle moves forward down an empty street.,21,7,10,A motorcycle _ _ _ _ an empty street
A black and white photograph of a motorcycle.,12,1,10,_ _ _ _ photograph of a motorcycle
A beautiful new kitchen with natural wood cabinets.,25,3,10,_ _ _ _ with natural wood cabinets.
A beautiful new kitchen with natural wood cabinets.,25,10,10,A beautiful new kitchen with natural wood _ _.
Creamy cheesecake dessert with whip cream and caramel.,12,5,10,_ _ _ dessert with whip cream and caramel.
Creamy cheesecake dessert with whip cream and caramel.,12,8,10,Creamy cheesecake dessert with _ _ and caramel.
Creamy cheesecake dessert with whip cream and caramel.,12,2,10,_ cheesecake dessert with whip cream and caramel.
A younger man and an older man skiing in the forest.,13,0,10,_ _ _ and an older man skiing in the forest.
A younger man and an older man skiing in the forest.,13,5,10,A younger man and an older man _ _ _ _ _
Grey house cat devours a song bird on a door step,11,3,10,_ _ _ devours a song bird on a door step
Grey house cat devours a song bird on a door step,11,7,10,Grey house cat devours a song bird on a _ _
A sign on a building advertising an Italian restaurant.,13,4,10,_ _ _ _ advertising an Italian restaurant.
A photo set of two women at work,12,5,10,A photo set of _ _ at work
A man herds cows down a road. ,14,10,10,A man herds cows down _ _.
Four giraffes in a grassy plain with trees in the background.,24,5,10,_ _ _ in a grassy plain with trees in the background.
A young boy riding a motorcycle next to a silver car.,14,7,10,A young boy _ _ _ next to a silver car.
A young boy riding a motorcycle next to a silver car.,14,7,10,A young boy riding a motorcycle _ _ _ _ _.
A small child climbs atop a large motorcycle,25,8,10,A small child _ _ a large motorcycle
Stained glass windows with trim decorate a church.,19,8,10,Stained glass windows with _ decorate a church
Stained glass windows with trim decorate a church.,19,6,10,Stained glass windows with trim _ _ _
Stained glass windows with trim decorate a church.,19,6,10,Stained glass windows with trim decorate a _
A scooter is parked behind a red car.,17,1,10,_ _ _ _ behind a red car.
A scooter is parked behind a red car.,17,4,10,_ _ is parked behind a red car.
The view of a large bathroom with a walk in closet.,29,9,10,The view of a _ _ _ _ a walk in closet.
A woman is taking a picture of herself in a bathroom mirror.,14,9,10,_ _ _ taking a picture of herself in a bathroom mirror
"A busy city street with a bus, taxi, and motorcycle.",15,0,10,"_ _ _ _ with a bus, taxi, and motorcycle."
Two bicycle riders riding in the city at night.,26,5,10,_ _ _ riding in the city at night.
Two bicycle riders riding in the city at night.,26,7,10,Two bicycle riders riding in the city _ _.
A white bathroom has a white shower curtain.,11,7,10,A white _ _ a white shower curtain.
A white bathroom has a white shower curtain.,11,5,10,A white bathroom has a white shower _.
Sunrise on an airport tarmac with a plane at the boarding ramp.,11,10,10,Sunrise on an airport tarmac with a _ _ _ _ _ _ _ _.
Commercial liner at a airport parked on a runway.,13,10,10,Commercial liner at a airport _ _ _ _
Commercial liner at a airport parked on a runway.,13,8,10,Commercial liner at a airport parked on a _
A futuristic car and a motorcycle parked next to each other. ,15,3,10,_ _ _ _ and a motorcycle parked next to each other.
An old military jet fighter climbing in altitude.,25,10,10,An old military jet fighter _ _ _.
An old military jet fighter climbing in altitude.,25,10,10,An old military jet fighter climbing _ _.
A person with a colorful umbrella sits on a fountain.,17,6,10,_ _ _ with a colorful umbrella sits on a fountain
A living room filled with books furniture and a flat screen TV.,18,4,10,A living room filled with _ _ _ _ _ a flat screen TV.
A car stopped at a traffic light with it's brake lights on.,17,6,10,_ _ stopped at a traffic light with it's brake lights on.
A car stopped at a traffic light with it's brake lights on.,17,10,10,A car stopped at a _ _ _ with it's brake lights on.
A sign outside of a restaurant for Italian food. ,19,0,10,_ _ outside of a restaurant for Italian food.
A giraffe and a zebra checking each other out.,27,9,10,A giraffe and _ _ checking each other out.
Two people riding on a moped with a bus in the next lane.,28,7,10,_ _ _ _ on a moped with a bus in the next lane.
Two people riding on a moped with a bus in the next lane.,28,2,10,Two people _ _ _ _ _ with a bus in the next lane.
Some yellow objects are floating in red liquid in a jar.,29,6,10,_ _ _ are floating in red liquid in a jar
People riding on top of elephants that are walking in a line across a road. ,15,0,10,People _ _ _ _ of elephants that are walking in a line across a road.
closeup of a cat in a bathroom sink,13,3,10,closeup of a cat in a _ _ _
Some dogs stick their heads out the car window.,27,8,10,_ _ stick their heads out the car window.
A girl observes a life size toy kitchen.,18,1,10,A girl observes a life size toy _ _
A person holding a skateboard overlooks a dead field of crops.,20,3,10,A person holding a _ _ overlooks a dead field of crops
A group of motorcycle riders driving past buildings.,24,8,20,_ _ _ motorcycle riders driving past buildings.
A half eaten dessert cake sitting on a cake plate.,22,11,20,_ _ _ dessert cake sitting on a cake plate
A half eaten dessert cake sitting on a cake plate.,22,11,20,A half eaten dessert cake _ _ _ _ _ _ _
A half eaten dessert cake sitting on a cake plate.,22,13,20,A half eaten dessert cake sitting on a _ _
A truck nears a stop light in rainy weather.,26,16,20,_ _ _ a stop light in rainy weather.
A truck nears a stop light in rainy weather.,26,7,20,A truck nears a stop light in _ _.
A truck nears a stop light in rainy weather.,26,15,20,A truck nears a stop light in rainy _.
A giraffe and a zebra walking through an African plain.,26,13,20,A giraffe and _ _ walking through an African plain.
A giraffe and a zebra walking through an African plain.,26,11,20,A giraffe and a zebra _ _ _ an African plain.
A person cross country skiing in the street of a town in winter.,27,17,20,_ _ cross country skiing in the street of a town in winter.
A person cross country skiing in the street of a town in winter.,27,9,20,A person _ _ _ in the street of a town in winter.
"A clean, European toilet with toilet paper and cleaning brush.",29,7,20,"A clean, European toilet with toilet paper and _ _"
"A clean, European toilet with toilet paper and cleaning brush.",29,5,20,"A clean, European _ _ _ _ _ _ _ _ _"
People sitting under an umbrella looking at the scenery.,25,9,20,_ _ under an umbrella looking at the scenery.
A sign for an Italian restaurant hangs outside a building.,26,2,20,_ _ _ _ an Italian restaurant hangs outside a building
A sign for an Italian restaurant hangs outside a building.,26,20,20,A sign for an Italian restaurant _ _ _ _ _ _
A sign for an Italian restaurant hangs outside a building.,26,8,20,A sign for an Italian restaurant hangs outside _ _
Children's toy animals are strewn across a floor.,29,5,20,Children's toy animals _ _ _ _ _ _ _.
Children's toy animals are strewn across a floor.,29,15,20,Children's toy animals are strewn _ _ _ _.
Children's toy animals are strewn across a floor.,29,19,20,Children's toy animals are strewn across a _ _.
A couple on a motorcycle in front of a bus and a metermaid car,22,3,20,_ _ on a motorcycle in front of a bus and a metermaid car
A couple on a motorcycle in front of a bus and a metermaid car,22,15,20,A couple on a motorcycle in front of a bus and a _ _ _
An overview picture of a street at night.,29,8,20,_ _ _ of a street at night.
An overview picture of a street at night.,29,5,20,An overview picture of a _ at night.
An overview picture of a street at night.,29,11,20,An overview picture of a street _ _.
An overview picture of a street at night.,29,17,20,_ _ _ picture of a street at night.
Two men walking the tarmac of an airport.,26,20,20,_ _ walking the tarmac of an airport.
Two men walking the tarmac of an airport.,26,11,20,Two men walking the tarmac _ _ _.
Some toy animals on the ground near a picture,22,1,20,Some toy animals _ _ _ near a picture
Some toy animals on the ground near a picture,22,14,20,Some toy animals on the ground _ _ _
Some toy animals on the ground near a picture,22,13,20,Some toy animals on the ground near _ _
