caption,rank_0,better_rank,k,mask_used
A cozy living room scene features easy chairs and a large television.,25,3,5,_ _ _ _ scene features easy chairs and a large television.
A girl that is standing next to a motorcycle.,12,2,5,A girl that is standing next to a _ _.
A man smiles as he stirs his food in the pot.,8,1,5,A man smiles as he stirs his food _ _ _
A man smiles as he stirs his food in the pot.,8,1,5,A man smiles as _ _ _ _ in the pot
A man smiles as he stirs his food in the pot.,8,1,5,A man smiles as he stirs his food in the _
A person walking in the rain while holding an umbrella.,13,1,5,_ _ _ in the rain while holding an umbrella.
A person walking in the rain while holding an umbrella.,13,5,5,A person walking in the rain while _ _ an umbrella.
A younger man and an older man skiing in the forest.,13,0,5,_ _ _ and an older man skiing in the forest.
A woman is taking a picture of herself in a bathroom mirror.,24,5,5,A woman is _ _ _ _ of herself in a bathroom mirror.
A car stopped at the front of the stop light. ,13,3,5,A car stopped at the front of the _ _ _.
The young man is stirring his pot of food with a wooden spoon.,12,2,5,_ _ _ is stirring his pot of food with a wooden spoon.
The young man is stirring his pot of food with a wooden spoon.,12,5,5,The young man is _ _ _ _ _ with a wooden spoon.
A cat puts her head inside of a toilet. ,6,5,5,A cat puts _ _ _ _ of a toilet.
The coconut cake on a red plate is half gone.,8,2,5,The coconut cake on a _ _ is half gone.
The coconut cake on a red plate is half gone.,8,3,5,The coconut cake on a red plate _ _ _.
The coconut cake on a red plate is half gone.,8,4,5,The coconut cake on a red plate is _ _.
A Virgin Australia airline on the tarmac. ,8,1,5,A Virgin Australia airline on _ _.
A Virgin Australia airline on the tarmac. ,8,3,5,_ Virgin Australia airline on the tarmac.
A sign for an Italian restaurant hangs outside a building.,26,2,5,_ _ _ _ an Italian restaurant hangs outside a building
Cars try to maneuver into parking spaces along a densely packed city street. ,7,4,5,_ _ _ to maneuver into parking spaces along a densely packed city street
Cars try to maneuver into parking spaces along a densely packed city street. ,7,5,5,Cars try to _ _ _ _ parking spaces along a densely packed city street
A woman sitting on a bucket on the side of a street. ,17,1,5,_ _ sitting on a bucket on the side of a street.
A cat is at an opening between two doors.,8,0,5,_ _ _ at an opening between two doors.
"Six people, adults and children, wearing skis and helmets standing or skiing on snow.",8,0,5,"_ _ _, adults and children, wearing skis and helmets standing or skiing on snow."
"Six people, adults and children, wearing skis and helmets standing or skiing on snow.",8,4,5,"Six people, adults and children, _ _ _ _ _ standing or skiing on snow."
"Six people, adults and children, wearing skis and helmets standing or skiing on snow.",8,2,5,"Six people, adults and children, wearing skis and helmets _ _ _ _ _ _."
A sign outside of a restaurant for Italian food. ,19,0,5,_ _ outside of a restaurant for Italian food.
A skateboarder wearing a plaid shirt and jeans.,29,5,5,_ _ wearing a plaid shirt and jeans.
A man is sitting in a busy area with his bike.,15,4,5,A man is _ _ _ _ _ with his bike
A person walking in the rain on the sidewalk. ,20,1,5,_ _ _ in the rain on the sidewalk
A scooter is parked behind a red car.,17,1,5,_ _ _ _ behind a red car.
A scooter is parked behind a red car.,17,4,5,_ _ is parked behind a red car.
A fancy bathroom with his and her mirrors and sinks next to a toilette.,29,5,5,A fancy bathroom with _ _ _ _ and sinks next to a toilette.
A green car on display next to a busy street.,7,4,5,A green car on display next to a _ _.
A green car on display next to a busy street.,7,0,5,A green car on display _ _ _ _ _.
A cat in between two cars in a parking lot.,8,5,5,A cat in _ _ _ _ in a parking lot.
This is an apartment kitchen with white cabinets and appliances.,20,2,5,This is an apartment kitchen with white cabinets _ _.
Grey house cat devours a song bird on a door step,11,3,5,_ _ _ devours a song bird on a door step
A giraffe and a zebra are on a grassy field by the water.,8,3,5,A giraffe and a zebra are on a grassy field by the _
"A busy city street with a bus, taxi, and motorcycle.",15,0,5,"_ _ _ _ with a bus, taxi, and motorcycle."
Dogs stick their heads out of car windows,10,5,5,_ _ _ their heads out of car windows
Dogs stick their heads out of car windows,10,4,5,Dogs _ _ _ _ out of car windows
A living room is arranged so people can watch the television.,25,5,5,A living room is arranged so people can watch _ _.
"A bus, riksha, and two men on a scooter all on the same road. ",8,5,5,"A bus, _ _, and two men on a scooter all on the same road."
"A bus, riksha, and two men on a scooter all on the same road. ",8,4,5,"A bus, riksha, and _ _ _ _ _ all on the same road."
The city streets are dark and deserted at night.,36,5,5,_ _ _ _ dark and deserted at night
Two people riding on a moped with a bus in the next lane.,28,4,5,Two people _ _ _ _ _ with a bus in the next lane.
Man sleeping in his bedroom next to a cat.,11,1,5,Man sleeping _ _ _ next to a cat.
A beautiful new kitchen with natural wood cabinets.,25,4,5,_ _ _ _ with natural wood cabinets.
An American Airlines plane is in the sky,8,3,5,An American Airlines plane _ _ _ _
An American Airlines plane is in the sky,8,4,5,An American Airlines _ _ in the sky
An American Airlines plane is in the sky,8,3,5,An American Airlines plane is _ _ _
A person sitting on a stool on the street.,25,1,5,_ _ _ on a stool on the street
A beautiful dessert waiting to be shared by two people,14,1,5,A beautiful dessert _ _ _ _ _ by two people
closeup of a cat in a bathroom sink,13,3,5,closeup of a cat in a _ _ _
A fireplace with a fire built in it.,8,5,5,_ _ _ _ a fire built in it.
A fireplace with a fire built in it.,8,0,5,A fireplace with a fire _ _ _ _.
A city street with people walking and vehicles on the road.,12,5,5,A city street with people walking and _ _ _ _.
A city street with people walking and vehicles on the road.,12,4,5,A city street with people walking and vehicles _ _ _.
A bathroom with only a toilet and tub with the wall covered in plastic,7,0,5,A bathroom with _ _ _ _ _ _ with the wall covered in plastic
People riding on top of elephants that are walking in a line across a road. ,15,1,5,People _ _ _ _ of elephants that are walking in a line across a road.
A fancy bathroom with double mirrors and sinks.,15,2,5,A fancy bathroom with _ _ and sinks
A parked motorcycle with a red enclosed side car.,13,0,5,_ _ _ with a red enclosed side car.
A parked motorcycle with a red enclosed side car.,13,0,5,_ parked motorcycle with a red enclosed side car.
A person holding a skateboard overlooks a dead field of crops.,20,4,5,A person holding a _ _ overlooks a dead field of crops
A BMW motor cycle parked next to shrub..,39,2,5,A BMW motor cycle _ _ _ _ _.
A toilet in a stall with remote control buttons.,7,2,5,_ _ _ _ _ with remote control buttons.
A toilet in a stall with remote control buttons.,7,2,5,A toilet _ _ _ _ with remote control buttons.
Two women riding a motorcycle at night holding a shopping bag.,10,5,5,Two women riding a motorcycle at night holding _ _ _.
A couple on a motorcycle in front of a bus and a metermaid car,22,3,5,_ _ on a motorcycle in front of a bus and a metermaid car
A little kitten is stuffed into a woman's purse.,12,1,5,_ _ _ is stuffed into a woman's purse.
A display of vintage animal toys on the floor.,6,1,5,_ _ _ vintage animal toys on the floor
A display of vintage animal toys on the floor.,6,1,5,A display of vintage animal toys _ _ _
A display of vintage animal toys on the floor.,6,1,5,A display of vintage animal toys on the _
A cow standing by a damaged car in a field.,8,0,5,_ _ _ by a damaged car in a field.
A cow standing by a damaged car in a field.,8,4,5,A cow standing by a damaged car _ _ _.
A cow standing by a damaged car in a field.,8,0,5,A cow _ _ _ a damaged car in a field.
Man in air on skateboard at night by light of street lamps.,6,1,5,Man in air on skateboard at night by light of _ _ _.
Several people around some motorcycles on the side of a road.,9,2,5,_ _ _ around some motorcycles on the side of a road.
Several people around some motorcycles on the side of a road.,9,4,5,Several people around _ _ on the side of a road.
Several people around some motorcycles on the side of a road.,9,5,5,Several people around some motorcycles on the side of a _.
A blue eyed tabby cat crouched on the ground. ,6,5,5,A blue eyed tabby cat _ _ _ _ _ _.
A blue eyed tabby cat crouched on the ground. ,6,5,5,A blue eyed tabby cat crouched on the _.
a person riding skis in the middle of a snowy street,6,4,5,_ _ riding skis in the middle of a snowy street
A man looking out the back window of his truck.,8,2,5,A man _ _ _ the back window of his truck.
A woman is sitting on a stool on a sidewalk.,7,1,5,_ _ sitting on a stool on a sidewalk.
A woman is sitting on a stool on a sidewalk.,7,5,5,A woman is sitting on a _ on a sidewalk.
A woman is sitting on a stool on a sidewalk.,7,3,5,A woman _ _ on a stool on a sidewalk.
A dog with goggles is in a motorcycle side car.,6,3,5,A dog with _ _ _ in a motorcycle side car
A dog with goggles is in a motorcycle side car.,6,4,5,A dog with goggles is in a _ _ _ _
A dog with goggles is in a motorcycle side car.,6,3,5,A dog with goggles is _ _ motorcycle side car
Two women waiting at a bench next to a street.,19,5,5,_ _ waiting at a bench next to a street.
A pinewood and green modern themed kitchen area.,9,1,5,_ _ _ and green modern themed kitchen area.
Children's toy animals are strewn across a floor.,29,5,5,Children's toy animals _ _ _ _ _ _ _.
An aerial view of the ground from an airplane.,6,5,5,_ _ view of the ground from an airplane.
A futuristic car and a motorcycle parked next to each other. ,15,3,5,_ _ _ _ and a motorcycle parked next to each other.
A black and white photograph of a motorcycle.,12,1,5,_ _ _ _ photograph of a motorcycle
Motorcyclist is taking a turn while onlookers observe ,13,1,5,_ _ taking a turn while onlookers observe
This is a parking garage with several signs.,8,2,5,_ _ _ parking garage with several signs
A white bathroom has a white shower curtain.,11,9,10,A white _ _ a white shower curtain.
A white bathroom has a white shower curtain.,11,7,10,A white bathroom has a white shower _.
There are two yellow flowers inside a vase.,16,6,10,There are two _ _ inside a vase.
Sunrise on an airport tarmac with a plane at the boarding ramp.,11,10,10,Sunrise on an airport tarmac with a _ _ _ _ _ _ _ _.
A desktop with two computers and fruit on it.,16,5,10,_ _ _ two computers and fruit on it.
A desktop with two computers and fruit on it.,16,1,10,A desktop with _ _ and fruit on it.
A child with a skateboard sitting on the grass and looking at an empty field,11,1,10,A child with _ _ _ _ on the grass and looking at an empty field
An overview picture of a street at night.,29,8,10,_ _ _ of a street at night.
An overview picture of a street at night.,29,7,10,An overview picture of a _ at night.
A man rides a motorcycle down an empty street next to houses.,17,8,10,_ _ _ a motorcycle down an empty street next to houses
A man rides a motorcycle down an empty street next to houses.,17,7,10,A man rides a motorcycle _ _ _ _ _ _ _ _ _ _
"The bathroom has a wall sink, medicine cabinet, toothbrush holder, and bare walls.",15,1,10,"The bathroom has a _ _, medicine cabinet, toothbrush holder, and bare walls."
"The bathroom has a wall sink, medicine cabinet, toothbrush holder, and bare walls.",15,7,10,"The bathroom has a wall sink, medicine cabinet, _ _ _, and bare walls."
A group of people riding mopeds through a park.,12,7,10,_ _ _ riding mopeds through a park.
A group of people riding mopeds through a park.,12,8,10,A group of people _ _ _ through a park.
A car stopped at a traffic light with it's brake lights on.,17,7,10,_ _ stopped at a traffic light with it's brake lights on.
A dog driving an SUV in an open grass covered field.,20,1,10,_ _ _ _ an SUV in an open grass covered field
A photo set of two women at work,12,8,10,A photo set of _ _ at work
A skateboarder is riding his skateboard at night.,33,4,10,_ _ is riding his skateboard at night.
A skateboarder is riding his skateboard at night.,33,7,10,A skateboarder is riding his skateboard _ _.
An old man standing in a kitchen posing for a picture.,22,1,10,An old man _ _ _ _ posing for a picture.
A girl observes a life size toy kitchen.,18,3,10,A girl observes a life size toy _ _
A desk with two monitors depicting security cameras.,11,1,10,_ _ _ two monitors depicting security cameras.
A desk with two monitors depicting security cameras.,11,4,10,A desk with _ _ depicting security cameras.
Some toy animals on the ground near a picture,22,1,10,Some toy animals _ _ _ near a picture
A striped plane flying up into the sky as the sun shines behind it.,13,9,10,A striped plane _ _ _ _ _ as the sun shines behind it.
A striped plane flying up into the sky as the sun shines behind it.,13,7,10,A striped plane flying up into the sky _ _ _ _ _ _ _ _.
A woman is at her oven in a lime green kitchen.,36,5,10,_ _ _ at her oven in a lime green kitchen
A woman is at her oven in a lime green kitchen.,36,2,10,A woman is _ _ _ _ in a lime green kitchen
A kitchen is shown with wooden cabinets and a wooden celling.,30,3,10,_ _ _ _ with wooden cabinets and a wooden celling
A kitchen is shown with wooden cabinets and a wooden celling.,30,5,10,A kitchen _ _ _ wooden cabinets and a wooden celling
A person riding a motorcycle with a stuffed animal on the back.,13,6,10,A person riding a motorcycle with a stuffed animal _ _ _.
Four giraffes in a grassy plain with trees in the background.,24,7,10,_ _ _ in a grassy plain with trees in the background.
Creamy cheesecake dessert with whip cream and caramel.,12,6,10,_ _ _ dessert with whip cream and caramel.
Creamy cheesecake dessert with whip cream and caramel.,12,10,10,Creamy cheesecake dessert with _ _ and caramel.
Creamy cheesecake dessert with whip cream and caramel.,12,2,10,_ cheesecake dessert with whip cream and caramel.
Some dogs stick their heads out the car window.,27,9,10,_ _ stick their heads out the car window.
A cozy living room scene features easy chairs and a large television.,25,3,10,_ _ _ _ scene features easy chairs and a large television.
A cozy living room scene features easy chairs and a large television.,25,8,10,A cozy living room scene features _ _ and a large television.
A stoic looking cat sits in a green bowl.,13,6,10,_ _ _ _ sits in a green bowl
A girl that is standing next to a motorcycle.,12,2,10,A girl that is standing next to a _ _.
A person cross country skiing in the street of a town in winter.,27,10,10,A person _ _ _ in the street of a town in winter.
A person walking in the rain while holding an umbrella.,13,1,10,_ _ _ in the rain while holding an umbrella.
A person walking in the rain while holding an umbrella.,13,5,10,A person walking in the rain while _ _ an umbrella.
A younger man and an older man skiing in the forest.,13,0,10,_ _ _ and an older man skiing in the forest.
A younger man and an older man skiing in the forest.,13,8,10,A younger man and an older man _ _ _ _ _
A woman is taking a picture of herself in a bathroom mirror.,24,5,10,A woman is _ _ _ _ of herself in a bathroom mirror.
A car stopped at the front of the stop light. ,13,3,10,A car stopped at the front of the _ _ _.
The young man is stirring his pot of food with a wooden spoon.,12,2,10,_ _ _ is stirring his pot of food with a wooden spoon.
The young man is stirring his pot of food with a wooden spoon.,12,5,10,The young man is _ _ _ _ _ with a wooden spoon.
A sign for an Italian restaurant hangs outside a building.,26,2,10,_ _ _ _ an Italian restaurant hangs outside a building
A sign for an Italian restaurant hangs outside a building.,26,8,10,A sign for an Italian restaurant hangs outside _ _
A living room filled with books furniture and a flat screen TV.,18,7,10,A living room filled with _ _ _ _ _ a flat screen TV.
A woman sitting on a bucket on the side of a street. ,17,1,10,_ _ sitting on a bucket on the side of a street.
A woman sitting on a bucket on the side of a street. ,17,10,10,A woman _ _ _ _ on the side of a street.
Some yellow objects are floating in red liquid in a jar.,29,9,10,_ _ _ are floating in red liquid in a jar
A model standing next to a scooter in the middle of a room of people,22,7,10,A model standing next to a scooter in the middle of a _ _ _
A sign outside of a restaurant for Italian food. ,19,0,10,_ _ outside of a restaurant for Italian food.
A woman is taking a picture of herself in a bathroom mirror.,14,10,10,_ _ _ taking a picture of herself in a bathroom mirror
A skateboarder wearing a plaid shirt and jeans.,29,5,10,_ _ wearing a plaid shirt and jeans.
A skateboarder wearing a plaid shirt and jeans.,29,8,10,A skateboarder _ _ _ _ _ _ _ _.
A skateboarder wearing a plaid shirt and jeans.,29,10,10,A skateboarder wearing a plaid shirt and _ _.
A black Honda motorcycle with a dark burgundy seat.,14,8,10,A black Honda _ _ _ a dark burgundy seat
A black Honda motorcycle with a dark burgundy seat.,14,7,10,A black Honda motorcycle with a dark burgundy _
People sitting under an umbrella looking at the scenery.,25,10,10,_ _ under an umbrella looking at the scenery.
A man is sitting in a busy area with his bike.,15,4,10,A man is _ _ _ _ _ with his bike
A person walking in the rain on the sidewalk. ,20,1,10,_ _ _ in the rain on the sidewalk
A person walking in the rain on the sidewalk. ,20,6,10,A person walking in the rain on _ _
A fighter jet flying through the sky with smoke coming off of it.,35,8,10,A fighter jet flying through the sky with _ _ _ _ _ _ _.
A person with a colorful umbrella sits on a fountain.,17,6,10,_ _ _ with a colorful umbrella sits on a fountain
White and yellow propeller stunt plane trailing smoke while climbing steeply.,16,10,10,White and yellow _ _ _ _ trailing smoke while climbing steeply.
A scooter is parked behind a red car.,17,1,10,_ _ _ _ behind a red car.
A scooter is parked behind a red car.,17,4,10,_ _ is parked behind a red car.
A fancy bathroom with his and her mirrors and sinks next to a toilette.,29,5,10,A fancy bathroom with _ _ _ _ and sinks next to a toilette.
This is an apartment kitchen with white cabinets and appliances.,20,2,10,This is an apartment kitchen with white cabinets _ _.
Grey house cat devours a song bird on a door step,11,3,10,_ _ _ devours a song bird on a door step
Grey house cat devours a song bird on a door step,11,7,10,Grey house cat devours a song bird on a _ _
A ski resort that has a couple people outside. ,12,8,10,A ski resort _ _ _ _ _ outside.
"A busy city street with a bus, taxi, and motorcycle.",15,0,10,"_ _ _ _ with a bus, taxi, and motorcycle."
A living room is arranged so people can watch the television.,25,8,10,_ _ _ _ is arranged so people can watch the television.
A living room is arranged so people can watch the television.,25,5,10,A living room is arranged so people can watch _ _.
"A clean, European toilet with toilet paper and cleaning brush.",29,7,10,"A clean, European toilet with toilet paper and _ _"
"A clean, European toilet with toilet paper and cleaning brush.",29,6,10,"A clean, European _ _ _ _ _ _ _ _ _"
The city streets are dark and deserted at night.,36,6,10,_ _ _ are dark and deserted at night
The city streets are dark and deserted at night.,36,5,10,_ _ _ _ dark and deserted at night
A cat is curled up in a bowl,12,9,10,_ _ curled up in a bowl
A cat is curled up in a bowl,12,7,10,A cat _ _ _ in a bowl
Two people riding on a moped with a bus in the next lane.,28,8,10,_ _ _ _ on a moped with a bus in the next lane.
Two people riding on a moped with a bus in the next lane.,28,4,10,Two people _ _ _ _ _ with a bus in the next lane.
Man sleeping in his bedroom next to a cat.,11,1,10,Man sleeping _ _ _ next to a cat.
A beautiful new kitchen with natural wood cabinets.,25,4,10,_ _ _ _ with natural wood cabinets.
A person sitting on a stool on the street.,25,1,10,_ _ _ on a stool on the street
A person sitting on a stool on the street.,25,9,10,A person sitting on a stool _ _ _
A beautiful dessert waiting to be shared by two people,14,1,10,A beautiful dessert _ _ _ _ _ by two people
A lot of motorbikes line up down a busy street.,11,7,10,_ _ _ motorbikes line up down a busy street.
A lot of motorbikes line up down a busy street.,11,10,10,A lot of motorbikes _ _ _ a busy street.
closeup of a cat in a bathroom sink,13,3,10,closeup of a cat in a _ _ _
A city street with people walking and vehicles on the road.,12,5,10,A city street with people walking and _ _ _ _.
A city street with people walking and vehicles on the road.,12,4,10,A city street with people walking and vehicles _ _ _.
People riding on top of elephants that are walking in a line across a road. ,15,1,10,People _ _ _ _ of elephants that are walking in a line across a road.
A fancy bathroom with double mirrors and sinks.,15,2,10,A fancy bathroom with _ _ and sinks
The sign of a restaurant in the outside of the store.,15,7,10,_ _ _ a restaurant in the outside of the store.
The sign of a restaurant in the outside of the store.,15,7,10,The sign of a restaurant in the _ _ _ _.
Stained glass windows with trim decorate a church.,19,8,10,Stained glass windows with _ decorate a church
Stained glass windows with trim decorate a church.,19,9,10,Stained glass windows with trim _ _ _
Stained glass windows with trim decorate a church.,19,9,10,Stained glass windows with trim decorate a _
A parked motorcycle with a red enclosed side car.,13,0,10,_ _ _ with a red enclosed side car.
A parked motorcycle with a red enclosed side car.,13,0,10,_ parked motorcycle with a red enclosed side car.
A person holding a skateboard overlooks a dead field of crops.,20,4,10,A person holding a _ _ overlooks a dead field of crops
A BMW motor cycle parked next to shrub..,39,2,10,A BMW motor cycle _ _ _ _ _.
a night view of a street with lights from cars,34,6,10,a night view _ _ _ _ with lights from cars
A motorcycle moves forward down an empty street.,21,8,10,A motorcycle _ _ _ _ an empty street
A room contains baskets and has a fireplace. ,34,10,10,A room contains baskets _ _ _ _.
A room contains baskets and has a fireplace. ,34,8,10,A room contains baskets and has _ _.
A couple on a motorcycle in front of a bus and a metermaid car,22,3,10,_ _ on a motorcycle in front of a bus and a metermaid car
A little kitten is stuffed into a woman's purse.,12,1,10,_ _ _ is stuffed into a woman's purse.
A little kitten is stuffed into a woman's purse.,12,7,10,A little kitten _ _ _ _ a woman's purse.
A little kitten is stuffed into a woman's purse.,12,6,10,A little kitten is stuffed into a woman's purse _ _
A truck nears a stop light in rainy weather.,26,8,10,A truck nears a stop light in _ _.
A sign on a building advertising an Italian restaurant.,13,6,10,_ _ _ _ advertising an Italian restaurant.
A young boy riding a motorcycle next to a silver car.,14,9,10,A young boy riding a motorcycle _ _ _ _ _.
Commercial liner at a airport parked on a runway.,13,10,10,Commercial liner at a airport _ _ _ _
Commercial liner at a airport parked on a runway.,13,8,10,Commercial liner at a airport parked on a _
Half of a cake sits on a plate.,17,10,10,Half of a cake _ _ _ _
Half of a cake sits on a plate.,17,10,10,Half of a cake sits on a _
A small child climbs atop a large motorcycle,25,9,10,A small child _ _ a large motorcycle
A bathroom being renovated featuring a toilette and shower.,22,9,10,A bathroom being renovated _ _ _ _ _.
Two women waiting at a bench next to a street.,19,5,10,_ _ waiting at a bench next to a street.
A little boy sitting alone on a motorcycle.,24,10,10,A little boy _ _ _ on a motorcycle
Children's toy animals are strewn across a floor.,29,5,10,Children's toy animals _ _ _ _ _ _ _.
Two bicycle riders riding in the city at night.,26,7,10,_ _ _ riding in the city at night.
Two bicycle riders riding in the city at night.,26,9,10,Two bicycle riders riding in the city _ _.
Oranges are in a basket on a table next to a liquor bottle.,12,9,10,_ _ in a basket on a table next to a liquor bottle.
A futuristic car and a motorcycle parked next to each other. ,15,3,10,_ _ _ _ and a motorcycle parked next to each other.
A black and white photograph of a motorcycle.,12,1,10,_ _ _ _ photograph of a motorcycle
A dog rides in a cart pulled by a man on a bike.,22,10,10,A dog rides in a cart pulled by a _ _ _ _
Motorcyclist is taking a turn while onlookers observe ,13,1,10,_ _ taking a turn while onlookers observe
An overview picture of a street at night.,29,8,20,_ _ _ of a street at night.
An overview picture of a street at night.,29,7,20,An overview picture of a _ at night.
An overview picture of a street at night.,29,13,20,An overview picture of a street _ _.
An overview picture of a street at night.,29,18,20,_ _ _ picture of a street at night.
Two men walking the tarmac of an airport.,26,11,20,Two men walking the tarmac _ _ _.
A young man drinking from a water fountain in the shape of a toilet.,30,19,20,A young man _ _ _ _ _ in the shape of a toilet.
A girl on a motorcycle holding a DSW bag and kissing a guy who is driving the bike.,33,11,20,A girl on a motorcycle _ _ _ _ _ _ and kissing a guy who is driving the bike.
Three airplanes on display behind a high fence.,33,11,20,_ _ _ on display behind a high fence.
A skateboarder is riding his skateboard at night.,33,4,20,_ _ is riding his skateboard at night.
A skateboarder is riding his skateboard at night.,33,7,20,A skateboarder is riding his skateboard _ _.
A skateboarder is riding his skateboard at night.,33,11,20,A skateboarder _ _ _ _ at night.
An old man standing in a kitchen posing for a picture.,22,1,20,An old man _ _ _ _ posing for a picture.
Some toy animals on the ground near a picture,22,1,20,Some toy animals _ _ _ near a picture
Some toy animals on the ground near a picture,22,16,20,Some toy animals on the ground _ _ _
Some toy animals on the ground near a picture,22,15,20,Some toy animals on the ground near _ _
A half eaten dessert cake sitting on a cake plate.,22,13,20,_ _ _ dessert cake sitting on a cake plate
A half eaten dessert cake sitting on a cake plate.,22,14,20,A half eaten dessert cake _ _ _ _ _ _ _
A half eaten dessert cake sitting on a cake plate.,22,15,20,A half eaten dessert cake sitting on a _ _
A woman is at her oven in a lime green kitchen.,36,5,20,_ _ _ at her oven in a lime green kitchen
A woman is at her oven in a lime green kitchen.,36,2,20,A woman is _ _ _ _ in a lime green kitchen
A kitchen is shown with wooden cabinets and a wooden celling.,30,3,20,_ _ _ _ with wooden cabinets and a wooden celling
A kitchen is shown with wooden cabinets and a wooden celling.,30,5,20,A kitchen _ _ _ wooden cabinets and a wooden celling
An airplane is doing tricks and emitting smoke.,28,13,20,_ _ _ _ tricks and emitting smoke.
Four giraffes in a grassy plain with trees in the background.,24,7,20,_ _ _ in a grassy plain with trees in the background.
Four giraffes in a grassy plain with trees in the background.,24,11,20,Four giraffes in a _ _ _ with trees in the background.
Some dogs stick their heads out the car window.,27,9,20,_ _ stick their heads out the car window.
Some dogs stick their heads out the car window.,27,17,20,Some dogs stick their heads out the car _.
Some dogs stick their heads out the car window.,27,19,20,Some dogs _ _ _ out the car window.
A cozy living room scene features easy chairs and a large television.,25,3,20,_ _ _ _ scene features easy chairs and a large television.
A cozy living room scene features easy chairs and a large television.,25,8,20,A cozy living room scene features _ _ and a large television.
A cozy living room scene features easy chairs and a large television.,25,20,20,A cozy _ _ _ features easy chairs and a large television.
A person cross country skiing in the street of a town in winter.,27,19,20,_ _ cross country skiing in the street of a town in winter.
A person cross country skiing in the street of a town in winter.,27,10,20,A person _ _ _ in the street of a town in winter.
The bathroom has black and white checkered flooring.,24,16,20,The bathroom has black and white checkered _ _.
A woman is taking a picture of herself in a bathroom mirror.,24,5,20,A woman is _ _ _ _ of herself in a bathroom mirror.
An office kitchen with open windows and no food.,35,11,20,An office kitchen with open windows and _ _.
"The two planes are different in design, but flying in a similar flight pattern.",39,15,20,"The two planes are different in design, but flying in a similar _ _."
"The two planes are different in design, but flying in a similar flight pattern.",39,14,20,"The two planes are different in design, but _ _ _ _ _ _ _."
A sign for an Italian restaurant hangs outside a building.,26,2,20,_ _ _ _ an Italian restaurant hangs outside a building
A sign for an Italian restaurant hangs outside a building.,26,8,20,A sign for an Italian restaurant hangs outside _ _
A skate boarder at night prepairing to skate away.,28,13,20,_ _ _ at night prepairing to skate away
A skate boarder at night prepairing to skate away.,28,18,20,A skate boarder _ _ prepairing to skate away
A giraffe and a zebra checking each other out.,27,11,20,A giraffe and _ _ checking each other out.
A group of motorcycle riders driving past buildings.,24,11,20,_ _ _ motorcycle riders driving past buildings.
Two old photos with women in a kitchen.,31,13,20,Two old photos with women _ _ _
Two old photos with women in a kitchen.,31,15,20,Two old photos with women in a _
Some yellow objects are floating in red liquid in a jar.,29,9,20,_ _ _ are floating in red liquid in a jar
Some yellow objects are floating in red liquid in a jar.,29,15,20,Some yellow objects are floating in _ _ in a jar
