caption,rank_0,better_rank,k,mask_used
People gathered in a room to talk about their favorite tunes .,13,3,5,_ gathered in a room to talk about their favorite tunes .
People gathered in a room to talk about their favorite tunes .,13,1,5,People gathered _ _ _ to talk about their favorite tunes .
An oriental man selling produce .,29,5,5,An _ _ selling produce .
A security guard on watch duty at the museum .,12,1,5,A security guard _ _ _ at the museum .
Person crossing a bridge in dim light .,31,1,5,_ crossing a bridge in dim light .
Person crossing a bridge in dim light .,31,1,5,Person _ a bridge in dim light .
A black dog and a brown dog are jumping up to catch a red toy .,17,5,5,A black dog and a brown dog are _ _ _ _ _ a red toy .
A Caucasian young woman in a white hooded sweatshirt sits at a table set for two in a lowly lit restaurant .,7,2,5,A Caucasian young woman _ _ _ _ _ sits at a table set for two in a lowly lit restaurant .
Two men  one in a gray shirt  one in a black shirt  standing near a stove .,10,2,5,"Two men, one in a gray shirt, one in a black shirt, _ _ _ _."
A young man holding a pole vault looks determined .,49,4,5,A young man holding a _ _ looks determined .
A Asian man wearing a white top and baby blue bottoms is using a broom to remove the dirt of the pavement .,10,3,5,A Asian man wearing a white top and baby blue bottoms is using a broom to remove the dirt of _ _ .
A little boy playing with his toy .,8,3,5,_ little boy playing with his toy .
A samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat .,23,3,5,A samurai warrior in full black dress takes his _ _ _ _ _ _ on an outdoor training mat .
A tan dog runs on a sandy beach .,10,2,5,_ _ _ runs on a sandy beach .
A tan dog runs on a sandy beach .,10,5,5,A tan dog runs on _ _ _ .
A tan dog runs on a sandy beach .,10,3,5,_ _ dog runs on a sandy beach .
An officer in a reflective vest stands at the front of his van with his dog .,12,4,5,An officer in _ _ _ stands at the front of his van with his dog .
A little boy with a blue shirt on sitting on the ground playing with legos .,6,2,5,A little boy with _ _ _ on sitting on the ground playing with legos .
Several Asians eat food outdoors .,9,0,5,Several Asians eat food _ .
A girl in a green skirt is singing Karaoke .,6,0,5,A girl in a green skirt is singing _ .
Two men in a kitchen cooking food on a stove .,9,2,5,Two men in a _ _ _ _ on a stove .
Two men in a kitchen cooking food on a stove .,9,5,5,Two men in a kitchen _ _ _ _ a stove .
Two men in a kitchen cooking food on a stove .,9,3,5,Two men in a kitchen cooking food on a _ .
A old man having a beer alone .,20,2,5,_ _ _ having a beer alone .
A man with wild hair rocks a show playing a guitar center stage .,8,5,5,A man with wild hair rocks a show _ _ _ guitar center stage .
A man and child kayak through gentle waters .,11,0,5,_ _ _ child kayak through gentle waters .
A man and child kayak through gentle waters .,11,4,5,A man and child kayak through _ _ .
a black and white dog jumps to get the Frisbee .,11,5,5,a black and white _ _ to get the Frisbee .
a black and white dog jumps to get the Frisbee .,11,4,5,a black and white dog _ _ _ _ the Frisbee .
A girl in karate uniform breaking a stick with a front kick .,32,5,5,_ _ _ karate uniform breaking a stick with a front kick .
A woman kayaking down a river .,30,4,5,A woman _ _ a river .
A man with a red jacket is shielding himself from the sun trying to read a piece of paper .,13,5,5,A man with a red jacket is shielding himself from the sun trying to read _ _ _ _ .
Two young men and a young lady walk through a field near the water .,9,5,5,Two young men and a young lady walk through a field near _ _ .
Two little children  one boy and one girl  laugh as they sit on the grass .,9,3,5,Two little children _ _ _ _ _ laugh as they sit on the grass
A girl in pigtails splashes in the shallow water .,14,1,5,_ _ _ pigtails splashes in the shallow water .
A girl in pigtails splashes in the shallow water .,14,0,5,A girl in pigtails _ _ _ _ _ _ .
A young woman with dark hair and wearing glasses is putting white powder on a cake using a sifter .,9,3,5,_ _ _ with dark hair and wearing glasses is putting white powder on a cake using a sifter .
The lady is pushing a child in a stroller .,11,5,5,The lady _ _ a child in a stroller .
A man with glasses is sitting a chair playing the oboe while a man in a purple shirt plays percussion and spectators look on .,16,3,5,A man with glasses is sitting a chair playing the oboe while a man in a purple shirt plays percussion and _ _ .
Several firefighters stand outside of a building near their firetrucks .,22,2,5,Several firefighters _ _ _ _ _ near their firetrucks .
A group of snowmobile riders gather in the snow .,17,5,5,A group of snowmobile riders _ _ _ _ .
A black dog and a tri-colored dog playing with each other on the road .,6,2,5,A black dog and a tri-colored dog _ _ _ _ _ _ on the road .
A man in sunglasses puts his arm around a woman in a black and white blouse .,6,2,5,_ _ _ sunglasses puts his arm around a woman in a black and white blouse .
A man in sunglasses puts his arm around a woman in a black and white blouse .,6,4,5,A man in sunglasses puts his arm around a _ _ a black and white blouse .
Light brown dog running along the beach .,9,3,5,Light brown _ running along the beach .
Two young  White males are outside near many bushes .,8,3,5,_ _ _ _ are outside near many bushes .
Two young  White males are outside near many bushes .,8,0,5,Two young White males _ _ _ many bushes .
Juggling her shopping bags and Betty Boop backpack and young woman crosses a city street .,8,2,5,_ _ her shopping bags and Betty Boop backpack and young woman crosses a city street .
Juggling her shopping bags and Betty Boop backpack and young woman crosses a city street .,8,3,5,Juggling her shopping bags and _ _ _ and young woman crosses a city street .
The man with pierced ears is wearing glasses and an orange hat .,24,2,5,_ _ _ pierced ears is wearing glasses and an orange hat .
The man with pierced ears is wearing glasses and an orange hat .,24,1,5,The man with _ _ is wearing glasses and an orange hat .
A girl with pigtails plays in the water .,7,4,5,_ _ _ pigtails plays in the water .
A girl with pigtails plays in the water .,7,0,5,A girl with pigtails _ _ _ _ .
A girl with pigtails plays in the water .,7,0,5,A girl with pigtails plays in the _ .
A very bus street is shown with Asian people all around walking and riding bicycles .,10,2,5,_ _ _ street is shown with Asian people all around walking and riding bicycles .
A man in a blue shirt standing in a garden .,8,5,5,A man in a blue shirt _ _ _ a garden .
a couple of several people sitting on a ledge overlooking the beach,7,3,5,_ _ _ several people sitting on a ledge overlooking the beach
A young man sits on the floor by the television with a fast food meal in front of him .,11,0,5,_ _ _ sits on the floor by the television with a fast food meal in front of him .
Men in the business suits are crossing the street  and there are people with placards are gathering on the street .,17,1,5,Men in the business suits are crossing the street and there are people with placards are gathering _ _ _
A man is holding his cup while he grills hotdogs .,27,1,5,_ _ _ holding his cup while he grills hotdogs .
A man is holding his cup while he grills hotdogs .,27,1,5,A man is holding his cup while _ _ _ .
An older man in a white short-sleeve shirt admiring a bush .,34,2,5,An older man in a _ _ _ _ admiring a bush .
Five people are sitting in a circle with instruments .,31,3,5,Five people are sitting in a circle _ _ _ .
A man lays on the bench to which a white dog is also tied .,7,2,5,A man lays on the bench to which a white dog is also _ .
A woman crouches near three dogs in a field .,21,5,5,_ _ crouches near three dogs in a field .
A man with a badge is standing on a wood floor next to a structure .,17,3,5,_ _ _ a badge is standing on a wood floor next to a structure .
A man in a yellow shirt  with a tall gray suitcase  sitting next to another man in a white shirt and gray pants  behind them a tall billboard for sunglasses and prescription glasses .,24,0,5,_ _ _ a yellow shirt with a tall gray suitcase sitting next to another man in a white shirt and gray pants behind them a tall billboard for sunglasses and prescription glasses
A man in a yellow shirt  with a tall gray suitcase  sitting next to another man in a white shirt and gray pants  behind them a tall billboard for sunglasses and prescription glasses .,24,2,5,A man in a yellow shirt with _ _ _ _ sitting next to another man in a white shirt and gray pants behind them a tall billboard for sunglasses and prescription glasses
A man in a yellow shirt  with a tall gray suitcase  sitting next to another man in a white shirt and gray pants  behind them a tall billboard for sunglasses and prescription glasses .,24,3,5,A man in a yellow shirt with a tall gray suitcase sitting next to _ _ _ _ _ _ _ _ behind them a tall billboard for sunglasses and prescription glasses
A young child wearing a blue shirt and sandals playing with a red toy while sitting on the floor .,10,5,5,A young child wearing _ _ _ and sandals playing with a red toy while sitting on the floor .
A young child wearing a blue shirt and sandals playing with a red toy while sitting on the floor .,10,2,5,A young child wearing a blue shirt and sandals playing with _ _ _ while sitting on the floor .
A man with a plaid blanket sleeps on a bench near a city street .,6,3,5,_ _ _ a plaid blanket sleeps on a bench near a city street .
Two men sitting on a bench in front of a sign with a picture of man and a lady .,13,5,5,_ _ sitting on a bench in front of a sign with a picture of man and a lady .
Two men sitting on a bench in front of a sign with a picture of man and a lady .,13,1,5,Two men _ _ _ _ in front of a sign with a picture of man and a lady .
A gymnast performing on the balance beam in front of an audience .,6,2,5,A gymnast _ _ the balance beam in front of an audience .
A gymnast performing on the balance beam in front of an audience .,6,5,5,A gymnast performing on the balance beam _ _ _ _ .
Several men are sitting by a river conversing with one another while a boat drifts by them .,27,5,5,Several men are sitting by a _ _ _ _ with one another while a boat drifts by them .
A man is standing in front of a small red object that looks like a plane .,15,2,5,A man is _ _ _ _ _ a small red object that looks like a plane .
Five hikers  one facing towards the camera and the others facing away from it  are walking through a rocky riverbed .,8,3,5,_ _ _ one facing towards the camera and the others facing away from it are walking through a rocky riverbed
Two kids are running and playing in some water .,7,3,5,Two kids are running and playing in _ _ .
A solitary man stand on a bridge in the evening .,7,0,5,_ _ _ stand on a bridge in the evening .
A solitary man stand on a bridge in the evening .,7,2,5,A solitary man _ _ a bridge in the evening .
A young boy runs aross the street .,22,4,5,A young boy _ across the street .
A man sleeping in a green room on a couch .,9,4,5,A man sleeping in a green room on a _ .
A young boy in swimming trunks is walking with his arms outstretched on the beach .,6,4,5,A young boy in swimming trunks is walking with his arms _ _ on the beach .
A baby boy crying standing on a field of grass .,11,2,5,_ _ _ crying standing on a field of grass .
A baby boy crying standing on a field of grass .,11,3,5,A baby boy _ _ on a field of grass .
Two women in colorful clothing are cleaning the road .,14,1,5,Two women in colorful clothing are cleaning _ _ .
A girls plays in the surf .,8,1,5,A girls plays in _ _ .
Several men in hard hats are operating a giant pulley system .,14,4,5,Several men in _ _ are operating a giant pulley system
Someone is laying in front of the TV eating food .,23,0,5,_ _ laying in front of the TV eating food .
Someone is laying in front of the TV eating food .,23,0,5,Someone is _ _ _ _ _ the TV eating food .
A man with gauges and glasses is wearing a Blitz hat .,7,1,5,_ _ _ gauges and glasses is wearing a Blitz hat .
Firemen stand outside of their firetruck with all its lights on .,10,1,5,_ _ outside of their firetruck with all its lights on .
Firemen stand outside of their firetruck with all its lights on .,10,3,5,Firemen stand _ _ _ firetruck with all its lights on .
Firemen stand outside of their firetruck with all its lights on .,10,1,5,Firemen stand outside of their _ _ _ all its lights on .
Three people are on a hilltop overlooking a green valley .,6,4,5,_ _ _ are on a hilltop overlooking a green valley .
Three people are on a hilltop overlooking a green valley .,6,3,5,Three people are on a _ overlooking a green valley .
Two young children eating a snack and playing in the grass .,9,5,5,_ _ _ eating a snack and playing in the grass .
Two young children eating a snack and playing in the grass .,9,3,5,Two young children eating a snack and _ _ _ _ .
There is a skyscraper in the distance with a man walking in front of the camera .,21,6,10,There is a skyscraper _ _ _ with a man walking in front of the camera .
The man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading .,16,10,10,The man with the _ _ _ _ in a buildings courtyard in front of an art sculpture reading .
A man wearing a reflective vest and a hard hat holds a flag in the road,39,4,10,A man wearing _ _ _ _ _ _ _ holds a flag in the road
Two women  one in green and the other in purple  washing a sidewalk .,29,6,10,Two women one in green and the other in purple washing a _ .
A dog shakes its head near the shore  a red ball next to it .,17,9,10,A dog shakes its head near the shore a red ball next to _ .
A barefooted man wearing olive green shorts grilling hotdogs on a small propane grill while holding a blue plastic cup .,49,2,10,_ _ _ wearing olive green shorts grilling hotdogs on a small propane grill while holding a blue plastic cup .
A barefooted man wearing olive green shorts grilling hotdogs on a small propane grill while holding a blue plastic cup .,49,7,10,A barefooted man _ _ _ _ _ grilling hotdogs on a small propane grill while holding a blue plastic cup .
A barefooted man wearing olive green shorts grilling hotdogs on a small propane grill while holding a blue plastic cup .,49,3,10,A barefooted man wearing olive green shorts _ _ _ _ _ _ _ _ _ _ while holding a blue plastic cup .
A man in an orange hat starring at something .,19,8,10,_ _ _ an orange hat starring at something .
A man in an orange hat starring at something .,19,3,10,A man in an orange hat _ _ _ .
A young man in sunglasses holds a blue cup next to a grill with sausages .,13,0,10,_ _ _ in sunglasses holds a blue cup next to a grill with sausages .
A young man in sunglasses holds a blue cup next to a grill with sausages .,13,5,10,A young man in _ _ a blue cup next to a grill with sausages .
A young man in sunglasses holds a blue cup next to a grill with sausages .,13,1,10,A young man in sunglasses holds a blue cup next to a _ _ _ .
One person is standing on a bridge at night .,29,10,10,_ _ _ is standing on a bridge at night .
One person is standing on a bridge at night .,29,1,10,One person _ _ _ a bridge at night .
One person is standing on a bridge at night .,29,7,10,One person is standing on a bridge _ _ .
Two dogs run towards each other on a rocky area with water in the background .,15,6,10,Two dogs _ _ each other on a rocky area with water in the background .
Two dogs run towards each other on a rocky area with water in the background .,15,5,10,Two dogs run towards each other on a rocky area with _ _ _ .
A man playing a musical instrument .,35,10,10,A man _ _ musical instrument .
A man in a white t-shirt looks toward the camera surrounded by a crowd near a metro station .,11,8,10,_ _ _ a white t-shirt looks toward the camera surrounded by a crowd near a metro station .
A couple with their newborn baby sitting under a tree facing a lake .,21,8,10,A couple with their newborn baby sitting under a tree _ _ _ .
People are watching a person in a weird vehicle in a plaza .,21,7,10,People are watching a person in a _ _ in a plaza .
A child playing on a rope net .,14,8,10,A child _ _ a rope net .
A girl hitting a softball but she missed the ball .,14,1,10,_ _ hitting a softball but she missed the ball .
A girl hitting a softball but she missed the ball .,14,5,10,A girl hitting a softball _ _ _ _ _ .
A person in a green outfit and helmet is swinging a baseball bat at a tennis ball in front of a fence .,41,3,10,_ _ _ _ green outfit and helmet is swinging a baseball bat at a tennis ball in front of a fence .
A person in a green outfit and helmet is swinging a baseball bat at a tennis ball in front of a fence .,41,6,10,A person in a green outfit and helmet is swinging a baseball bat at a _ _ _ in front of a fence .
A blond toddler walks in a field .,33,2,10,_ _ toddler walks in a field .
A man stands by an elevator with his head down .,18,1,10,_ _ stands by an elevator with his head down .
Two asian or spanish people  a woman and a man  sitting together in front of a glass window as cars pass .,36,8,10,Two asian or spanish people  a woman and a man  _ _ _ _ _ _ _ _ _ _ _ _ _ .
A boy jumps on his skateboard while a crowd watches,13,10,10,A boy jumps on his skateboard while _ _ _
A child using an electric mixer in a bowl .,11,4,10,A child using an electric mixer _ _ _ .
A child using an electric mixer in a bowl .,11,3,10,A child using an electric mixer in a _ .
Four people are jumping from the top of a flight of stairs .,17,7,10,_ _ _ jumping from the top of a flight of stairs .
Four people are jumping from the top of a flight of stairs .,17,6,10,_ _ _ _ are jumping from the top of a flight of stairs .
a large lake with a lone duck swimming in it with several people around the edge of it .,12,10,10,a large lake with a lone duck swimming in it with several people around the edge of _ .
A person standing on a frozen lake .,11,5,10,_ _ standing on a frozen lake .
A group of hikers traveling along a rock strewn creek bed .,15,9,10,A group of _ traveling along a rock strewn creek bed .
A girl breaking boards by using karate .,36,5,10,_ _ breaking boards by using karate .
A girl playing softball hits the ball almost directly downwards,15,6,10,_ _ playing softball hits the ball almost directly downwards
A girl playing softball hits the ball almost directly downwards,15,8,10,A girl _ _ hits the ball almost directly downwards
A girl playing softball hits the ball almost directly downwards,15,4,10,A girl playing softball hits the ball almost _ _
People gathered in a room to talk about their favorite tunes .,13,3,10,_ gathered in a room to talk about their favorite tunes .
People gathered in a room to talk about their favorite tunes .,13,1,10,People gathered _ _ _ to talk about their favorite tunes .
An oriental man selling produce .,29,5,10,An _ _ selling produce .
A security guard on watch duty at the museum .,12,6,10,_ _ _ on watch duty at the museum .
A security guard on watch duty at the museum .,12,1,10,A security guard _ _ _ at the museum .
A security guard on watch duty at the museum .,12,10,10,A _ _ on watch duty at the museum .
Person crossing a bridge in dim light .,31,1,10,_ crossing a bridge in dim light .
Person crossing a bridge in dim light .,31,1,10,Person _ a bridge in dim light .
A black dog and a brown dog are jumping up to catch a red toy .,17,5,10,A black dog and a brown dog are _ _ _ _ _ a red toy .
Two dogs playing on a beach .,20,10,10,Two dogs _ _ a beach .
a group of joggers running on the sidewalk .,11,7,10,a group of joggers running on the _ .
Three men on a large rig .,19,6,10,_ _ _ on a large rig .
A man in a green shirt and red life jacket is sitting in a canoe drifting around the lake .,11,6,10,_ _ _ a green shirt and red life jacket is sitting in a canoe drifting around the lake
A man in a green shirt and red life jacket is sitting in a canoe drifting around the lake .,11,8,10,A man in a green shirt and red life jacket is sitting in a canoe drifting around _ _
A man in a green shirt and red life jacket is sitting in a canoe drifting around the lake .,11,8,10,A man in a green shirt and red life jacket _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
A boy smiles in front of a stony wall in a city .,13,7,10,A boy smiles in front of _ _ _ in a city .
Some women are standing in front of a bus with buildings behind it .,13,8,10,Some women are standing in front of _ _ _ _ buildings behind it .
A young man holding a pole vault looks determined .,49,10,10,A young man _ _ _ _ looks determined .
A young man holding a pole vault looks determined .,49,4,10,A young man holding a _ _ looks determined .
A samurai warrior in full black dress takes his sword from the sheath on an outdoor training mat .,23,3,10,A samurai warrior in full black dress takes his _ _ _ _ _ _ on an outdoor training mat .
A man shaking the hand of a woman in an orange shirt sitting on a bench .,37,6,10,A man shaking the hand of a woman in an orange shirt _ _ _ _ .
Couple with a baby sit outdoors next to their stroller .,15,6,10,Couple with a baby sit outdoors _ _ _ _ .
Couple with a baby sit outdoors next to their stroller .,15,10,10,_ _ _ _ sit outdoors next to their _ .
A little boy at a lake watching a duck .,13,8,10,A little boy at a lake _ _ _ .
A little boy at a lake watching a duck .,13,8,10,A little boy at a lake watching a _ .
An officer in a reflective vest stands at the front of his van with his dog .,12,4,10,An officer in _ _ _ stands at the front of his van with his dog .
A old man having a beer alone .,20,2,10,_ _ _ having a beer alone .
At least four instrumentalists play clarinets and other instruments in a curtained room .,25,10,10,At least four instrumentalists play clarinets and other instruments _ _ _ _ _ .
At least four instrumentalists play clarinets and other instruments in a curtained room .,25,9,10,At least four instrumentalists play clarinets and other instruments in a _ _ .
A man and child kayak through gentle waters .,11,0,10,_ _ _ child kayak through gentle waters .
A man and child kayak through gentle waters .,11,4,10,A man and child kayak through _ _ .
a black and white dog jumps to get the Frisbee .,11,5,10,a black and white _ _ to get the Frisbee .
a black and white dog jumps to get the Frisbee .,11,4,10,a black and white dog _ _ _ _ the Frisbee .
A girl in karate uniform breaking a stick with a front kick .,32,5,10,_ _ _ karate uniform breaking a stick with a front kick .
A woman kayaking down a river .,30,4,10,A woman _ _ a river .
A man with a red jacket is shielding himself from the sun trying to read a piece of paper .,13,5,10,A man with a red jacket is shielding himself from the sun trying to read _ _ _ _ .
A girl in pigtails splashes in the shallow water .,14,1,10,_ _ _ pigtails splashes in the shallow water .
A girl in pigtails splashes in the shallow water .,14,0,10,A girl in pigtails _ _ _ _ _ _ .
A girl in pigtails splashes in the shallow water .,14,6,10,A girl in pigtails splashes in the _ _ .
Dog with orange ball at feet  stands on shore shaking off water,28,10,10,Dog with orange ball at feet stands on shore _ _ _
The lady is pushing a child in a stroller .,11,5,10,The lady _ _ a child in a stroller .
The lady is pushing a child in a stroller .,11,9,10,The lady is pushing _ _ in a stroller .
A man with glasses is sitting a chair playing the oboe while a man in a purple shirt plays percussion and spectators look on .,16,3,10,A man with glasses is sitting a chair playing the oboe while a man in a purple shirt plays percussion and _ _ .
Several firefighters stand outside of a building near their firetrucks .,22,7,10,_ _ stand outside of a building near their firetrucks .
Several firefighters stand outside of a building near their firetrucks .,22,2,10,Several firefighters _ _ _ _ _ near their firetrucks .
A group of snowmobile riders gather in the snow .,17,9,10,A group of _ _ gather in the snow .
A group of snowmobile riders gather in the snow .,17,5,10,A group of snowmobile riders _ _ _ _ .
A group of snowmobile riders gather in the snow .,17,8,10,A group of snowmobile riders gather in the _ .
A group of people picnicking at picnic tables in front of a playground .,12,8,10,A group of people picnicking at picnic tables _ _ _ _ _ .
The man with pierced ears is wearing glasses and an orange hat .,24,2,10,_ _ _ pierced ears is wearing glasses and an orange hat .
The man with pierced ears is wearing glasses and an orange hat .,24,1,10,The man with _ _ is wearing glasses and an orange hat .
Two separate women  one wearing a white top and black pants  the other wearing all black and a pair of pink flip-flops  kneel on a gray brick sidewalk path in front of green and red bushes .,16,6,10,_ _ _ one wearing a white top and black pants  the other wearing all black and a pair of pink flip-flops  kneel on a gray brick sidewalk path in front of green and red bushes .
A man in a green sweater and black vest sitting in a booth .,14,8,10,_ _ _ a green sweater and black vest sitting in a booth .
A young man sits on the floor by the television with a fast food meal in front of him .,11,0,10,_ _ _ sits on the floor by the television with a fast food meal in front of him .
Men in the business suits are crossing the street  and there are people with placards are gathering on the street .,17,7,10,Men in the business suits are crossing the street and there are _ _ _ are gathering on the street
Men in the business suits are crossing the street  and there are people with placards are gathering on the street .,17,1,10,Men in the business suits are crossing the street and there are people with placards are gathering _ _ _
A person with gray hair is painting in a public place surrounded by others who are also painting .,15,7,10,A person with gray hair is painting in a _ _ surrounded by others who are also painting .
A man is holding his cup while he grills hotdogs .,27,1,10,_ _ _ holding his cup while he grills hotdogs .
A man is holding his cup while he grills hotdogs .,27,1,10,A man is holding his cup while _ _ _ .
An older man in a white short-sleeve shirt admiring a bush .,34,2,10,An older man in a _ _ _ _ admiring a bush .
A boy bites hard into a treat while he sits outside .,18,8,10,A boy bites hard into a treat while _ _ _ .
A dog leaps to catch a ball in a field .,15,7,10,_ _ leaps to catch a ball in a field .
Five people are sitting in a circle with instruments .,31,3,10,Five people are sitting in a circle _ _ _ .
two children  a girl and a boy are practicing their writing .,30,7,10,two children a girl and a boy are practicing _ _ .
A woman crouches near three dogs in a field .,21,5,10,_ _ crouches near three dogs in a field .
A man with a badge is standing on a wood floor next to a structure .,17,3,10,_ _ _ a badge is standing on a wood floor next to a structure .
A man with a badge is standing on a wood floor next to a structure .,17,6,10,A man with a badge is standing on a wood floor next to _ _ .
A man in a yellow shirt  with a tall gray suitcase  sitting next to another man in a white shirt and gray pants  behind them a tall billboard for sunglasses and prescription glasses .,24,0,10,_ _ _ a yellow shirt with a tall gray suitcase sitting next to another man in a white shirt and gray pants behind them a tall billboard for sunglasses and prescription glasses
A man in a yellow shirt  with a tall gray suitcase  sitting next to another man in a white shirt and gray pants  behind them a tall billboard for sunglasses and prescription glasses .,24,2,10,A man in a yellow shirt with _ _ _ _ sitting next to another man in a white shirt and gray pants behind them a tall billboard for sunglasses and prescription glasses
A man in a yellow shirt  with a tall gray suitcase  sitting next to another man in a white shirt and gray pants  behind them a tall billboard for sunglasses and prescription glasses .,24,3,10,A man in a yellow shirt with a tall gray suitcase sitting next to _ _ _ _ _ _ _ _ behind them a tall billboard for sunglasses and prescription glasses
The young gymnast 's supple body soars above the balance beam .,16,9,10,The young gymnast 's _ _ soars above the balance beam .
A man stands on boards on top of a huge ladder .,30,9,10,A man _ _ boards on top of a huge ladder .
Two men sitting on a bench in front of a sign with a picture of man and a lady .,13,5,10,_ _ sitting on a bench in front of a sign with a picture of man and a lady .
Two men sitting on a bench in front of a sign with a picture of man and a lady .,13,1,10,Two men _ _ _ _ in front of a sign with a picture of man and a lady .
Several men are sitting by a river conversing with one another while a boat drifts by them .,27,5,10,Several men are sitting by a _ _ _ _ with one another while a boat drifts by them .
A man is standing in front of a small red object that looks like a plane .,15,10,10,_ _ _ standing in front of a small red object that looks like a plane .
A man is standing in front of a small red object that looks like a plane .,15,2,10,A man is _ _ _ _ _ a small red object that looks like a plane .
A young boy runs aross the street .,22,4,10,A young boy _ across the street .
A man wearing a red life-vest is sitting in a canoe on a body of water .,13,9,10,_ _ wearing a red life-vest is sitting in a canoe on a body of water .
A man wearing a red life-vest is sitting in a canoe on a body of water .,13,9,10,A man wearing a red life-vest is sitting in a _ _ _ _ _ _ .
A baby boy crying standing on a field of grass .,11,2,10,_ _ _ crying standing on a field of grass .
A baby boy crying standing on a field of grass .,11,3,10,A baby boy _ _ on a field of grass .
Two women in colorful clothing are cleaning the road .,14,1,10,Two women in colorful clothing are cleaning _ _ .
A young girl on a train reads a book about train rides .,15,7,10,A young girl _ _ _ reads a book about train rides .
A woman in a white shirt is sitting at a table in a nice restaurant .,15,6,10,A woman in a _ _ is sitting at a table in a nice restaurant .
