caption,rank_0,better_rank,k,mask_used
A sign for an Italian restaurant hangs outside a building.,26,3,5,_ _ _ an Italian restaurant hangs outside a building
A fancy bathroom with double mirrors and sinks.,15,2,10,A fancy bathroom with _ _ and sinks
A fancy bathroom with double mirrors and sinks.,15,0,10,A fancy bathroom _ _ _ _ _ _
A car stopped at a traffic light with it's brake lights on.,17,8,10,_ _ stopped at a traffic light with it's brake lights on.
A child with a skateboard sitting on the grass and looking at an empty field,11,10,10,A child with a skateboard _ _ _ _ _ and looking at an empty field
A child with a skateboard sitting on the grass and looking at an empty field,11,4,10,A child with a skateboard sitting on the grass _ _ _ _ an empty field
A motorcyclist is in mid air hanging on to the handlebars.,26,0,10,A motorcyclist is in mid air _ _ _ _ _ _ _
A dog rides in a cart pulled by a man on a bike.,22,9,10,A dog rides in a cart pulled by a _ on a bike.
A fighter jet flying through the sky with smoke coming off of it.,35,7,10,A fighter jet flying through the sky with _ _ _ _ _ _ _
Two old photos with women in a kitchen.,31,8,10,Two old photos _ _ _ _ _
A man is sitting in a busy area with his bike.,15,4,10,A man is sitting in a _ _ with his bike
A man is sitting in a busy area with his bike.,15,5,10,A man is _ _ _ _ _ _ with his bike
The city streets are dark and deserted at night.,36,7,10,_ _ _ are dark and deserted at night
The city streets are dark and deserted at night.,36,3,10,The city streets _ _ and deserted at night
Four giraffes in a grassy plain with trees in the background.,24,7,10,_ _ _ in a grassy plain with trees in the background.
"A busy city street with a bus, taxi, and motorcycle.",15,0,10,"_ _ _ _ with a bus, taxi, and motorcycle."
Trees ring a cathedral with clock tower and elaborate turrets.,41,3,10,Trees ring a cathedral with _ _ and elaborate turrets.
A desktop with two computers and fruit on it.,16,6,10,_ _ with two computers and fruit on it.
A desktop with two computers and fruit on it.,16,2,10,A desktop with _ _ and fruit on it.
A man rides a motorcycle down an empty street next to houses.,17,2,10,_ _ rides a motorcycle down an empty street next to houses.
An office kitchen with open windows and no food.,35,9,10,An office kitchen with open windows and no _.
This is an apartment kitchen with white cabinets and appliances.,20,2,10,This is an apartment kitchen with white cabinets _ _.
The sign of a restaurant in the outside of the store.,15,8,10,_ _ _ a restaurant in the outside of the store
The sign of a restaurant in the outside of the store.,15,7,10,The sign of a restaurant in the _ _ _ _ _
The sign of a restaurant in the outside of the store.,15,8,10,The sign of a restaurant in the outside of the _ _
A living room is arranged so people can watch the television.,25,8,10,_ _ _ is arranged so people can watch the television
A woman is taking a picture of herself in a bathroom mirror.,24,9,10,A woman is _ _ _ _ of herself in a bathroom mirror
Two bicycle riders riding in the city at night.,26,7,10,_ _ _ riding in the city at night.
Two bicycle riders riding in the city at night.,26,9,10,Two bicycle riders riding in the city _ _.
Virgin sponsored airplane parked with a plane leaving in the background.,47,9,10,Virgin sponsored _ _ with a plane leaving in the background.
There is a dog sitting on the cart of a motorcycle.,14,8,10,There is a dog sitting on the _ of a motorcycle
The young man is stirring his pot of food with a wooden spoon.,12,2,10,_ _ _ is stirring his pot of food with a wooden spoon.
The young man is stirring his pot of food with a wooden spoon.,12,10,10,The young man is stirring _ _ _ _ with a wooden spoon.
A sign outside of a restaurant for Italian food. ,19,2,10,_ _ _ _ of a restaurant for Italian food.
A sign outside of a restaurant for Italian food. ,19,0,10,A sign _ _ _ _ restaurant for Italian food.
A stoic looking cat sits in a green bowl.,13,6,10,_ _ _ _ sits in a green bowl
Two people riding on a moped with a bus in the next lane.,28,7,10,Two people _ _ _ _ with a bus in the next lane
A striped plane flying up into the sky as the sun shines behind it.,13,9,10,A striped plane flying up into the sky _ _ _ _ _ _ _ _
A Mercedes parked next to a parking meter on a street.,41,1,10,A Mercedes parked next to _ _ _ on a street.
A group of people riding mopeds through a park.,12,9,10,_ _ _ riding mopeds through a park.
A group of people riding mopeds through a park.,12,8,10,A group of people _ _ through a park.
A skateboarder wearing a plaid shirt and jeans.,29,5,10,_ _ _ wearing a plaid shirt and jeans.
A skateboarder wearing a plaid shirt and jeans.,29,7,10,A skateboarder wearing a plaid shirt _ _.
A skateboarder wearing a plaid shirt and jeans.,29,8,10,A skateboarder _ _ _ _ _ _ _ _ _.
A young attractive woman sitting on a toilette on the side of a street.,40,8,10,_ _ _ sitting on a toilette on the side of a street.
A parked motorcycle with a red enclosed side car.,13,0,10,_ _ _ with a red enclosed side car.
An old man is wearing an odd hat,18,1,10,An old man _ _ _ an odd hat
Some yellow objects are floating in red liquid in a jar.,29,10,10,_ _ _ are floating in red liquid in a jar
Sunrise on an airport tarmac with a plane at the boarding ramp.,11,10,10,Sunrise on an airport tarmac with _ _ _ _ _ _ _
A person riding a motorcycle with a stuffed animal on the back.,13,6,10,A person riding a motorcycle with a stuffed animal _ _ _
A model standing next to a scooter in the middle of a room of people,22,7,10,A model standing next to a scooter in the middle of _ _ _ _
Stained glass windows with trim decorate a church.,19,10,10,Stained glass windows with trim decorate _ _
An old man standing in a kitchen posing for a picture.,22,1,10,An old man _ _ _ _ posing for a picture
A little kitten is stuffed into a woman's purse.,12,3,10,_ _ _ is stuffed into a woman's purse
A little kitten is stuffed into a woman's purse.,12,8,10,A little kitten _ _ _ _ a woman's purse
A motorcycle moves forward down an empty street.,21,7,10,A motorcycle _ _ down an empty street.
A motorcycle moves forward down an empty street.,21,4,10,A motorcycle moves forward _ _ _ _.
Two girls and a boy point to an unbaked pizza.,46,8,10,Two girls and a boy _ _ _ _ unbaked pizza
Two girls and a boy point to an unbaked pizza.,46,8,10,Two girls and a boy point to an unbaked _
A woman sitting on a bucket on the side of a street. ,17,1,10,_ _ sitting on a bucket on the side of a street.
A couple on a motorcycle in front of a bus and a metermaid car,22,3,10,_ _ on a motorcycle in front of a bus and a metermaid car
A couple on a motorcycle in front of a bus and a metermaid car,22,9,10,A couple _ _ _ _ in front of a bus and a metermaid car
A skateboarder is riding his skateboard at night.,33,10,10,A skateboarder is riding his skateboard _ _
"The bathroom has a wall sink, medicine cabinet, toothbrush holder, and bare walls.",15,1,10,"The bathroom has a _ _, medicine cabinet, toothbrush holder, and bare walls."
"The bathroom has a wall sink, medicine cabinet, toothbrush holder, and bare walls.",15,7,10,"The bathroom has a wall sink, medicine cabinet, _ _, and bare walls."
A bicycle is chained up to a pole at a train station.,14,3,10,A bicycle is _ _ _ _ to a pole at a train station.
Oranges are in a basket on a table next to a liquor bottle.,12,3,10,Oranges are in a basket on a table _ _ _ liquor bottle.
An overview picture of a street at night.,29,0,10,An overview picture _ _ _ at night
A cozy living room scene features easy chairs and a large television.,25,4,10,_ _ _ _ scene features easy chairs and a large television.
A cozy living room scene features easy chairs and a large television.,25,10,10,A cozy living room scene features _ _ and a large television.
A person walking in the rain on the sidewalk. ,20,1,10,_ _ _ in the rain on the sidewalk.
Half of a cake sits on a plate.,17,9,10,Half of a cake _ _ _ _ _
A car stopped at the front of the stop light. ,13,8,10,A car stopped at the _ of the stop light.
A car stopped at the front of the stop light. ,13,2,10,A car stopped at the front of the _ _.
A woman is at her oven in a lime green kitchen.,36,7,10,_ _ _ at her oven in a lime green kitchen.
A woman is at her oven in a lime green kitchen.,36,9,10,A woman is at her _ in a lime green kitchen.
A car is parked on dry grass with kites overhead.,49,5,10,A car is parked on dry grass with _ _
A car is parked on dry grass with kites overhead.,49,8,10,A car is parked on dry grass with kites _
A truck nears a stop light in rainy weather.,26,10,10,A truck nears a stop light in _ _.
An old military jet fighter climbing in altitude.,25,10,10,_ _ military jet fighter climbing in altitude
A person holding a skateboard overlooks a dead field of crops.,20,2,10,A person _ _ _ overlooks a dead field of crops
A beautiful dessert waiting to be shared by two people,14,1,10,A beautiful dessert _ _ _ _ by two people
A beautiful dessert waiting to be shared by two people,14,6,10,A beautiful dessert waiting to be _ _ by two people
A girl that is standing next to a motorcycle.,12,2,10,A girl that is standing next to a _
A girl that is standing next to a motorcycle.,12,2,10,A girl that is standing next to _ _
A lot of motorbikes line up down a busy street.,11,7,10,_ _ _ motorbikes line up down a busy street
Creamy cheesecake dessert with whip cream and caramel.,12,6,10,_ _ _ dessert with whip cream and caramel
Creamy cheesecake dessert with whip cream and caramel.,12,8,10,Creamy cheesecake dessert with _ _ and caramel
Creamy cheesecake dessert with whip cream and caramel.,12,1,10,_ cheesecake dessert with whip cream and caramel
A young man drinking from a water fountain in the shape of a toilet.,30,10,10,A young man drinking from a _ _ in the shape of a toilet
Some toy animals on the ground near a picture,22,1,10,Some toy animals _ _ _ near a picture
Two women waiting at a bench next to a street.,19,6,10,_ _ waiting at a bench next to a street.
A scooter is parked behind a red car.,17,2,10,_ _ _ parked behind a red car.
A scooter is parked behind a red car.,17,3,10,A scooter is _ _ a red car.
A scooter is parked behind a red car.,17,3,10,A _ _ parked behind a red car.
A futuristic car and a motorcycle parked next to each other. ,15,3,10,_ _ _ and a motorcycle parked next to each other.
A younger man and an older man skiing in the forest.,13,0,10,_ _ _ and an older man skiing in the forest
Grey house cat devours a song bird on a door step,11,4,10,_ _ _ devours a song bird on a door step
Grey house cat devours a song bird on a door step,11,7,10,Grey house cat devours a song bird on a _ _
"A long empty, minimal modern skylit home kitchen.",22,10,10,"A long empty, minimal modern skylit _ _"
A photo set of two women at work,12,9,10,A photo set of _ _ at work
A beautiful new kitchen with natural wood cabinets.,25,4,10,_ _ _ _ with natural wood cabinets.
A beautiful new kitchen with natural wood cabinets.,25,4,10,A _ _ _ _ with natural wood cabinets.
People sitting under an umbrella looking at the scenery.,25,10,10,_ _ under an umbrella looking at the scenery.
A dog driving an SUV in an open grass covered field.,20,5,10,_ _ driving an SUV in an open grass covered field
A sign on a building advertising an Italian restaurant.,13,7,10,A sign on a _ advertising an Italian restaurant.
Several people riding on the back of elephants,46,7,10,Several people _ _ _ _ _ _ _ elephants
An Asian intersection is full of mopeds and motorcycles.,14,10,10,An Asian intersection is full of mopeds and _.
A room contains baskets and has a fireplace. ,34,10,10,A room contains baskets and has a _.
A black and white photograph of a motorcycle.,12,1,10,_ _ _ _ photograph of a motorcycle
A black and white photograph of a motorcycle.,12,0,10,A black and white _ of a motorcycle
A black and white photograph of a motorcycle.,12,4,10,_ _ and white photograph of a motorcycle
four urinals in a public restroom with a window,40,3,10,_ _ _ in a public restroom with a window
Some dogs stick their heads out the car window.,27,9,10,_ _ stick their heads out the car window
A BMW motor cycle parked next to shrub..,39,2,10,A BMW motor cycle _ _ _ _ _ _
A fancy bathroom with his and her mirrors and sinks next to a toilette.,29,5,10,A fancy bathroom with _ _ _ and sinks next to a toilette.
A white bathroom has a white shower curtain.,11,8,10,A white bathroom has a white shower _.
Commercial liner at a airport parked on a runway.,13,7,10,Commercial liner at a airport parked _ _ _
A cat sitting on a street corner looking at the camera.,13,8,10,A cat _ _ _ _ _ _ _ looking at the camera
Motorcyclist is taking a turn while onlookers observe ,13,2,10,_ is taking a turn while onlookers observe
A young boy riding a motorcycle next to a silver car.,14,6,10,A young boy riding a motorcycle _ _ _ _ _
An oven in a kitchen with a stove on top in between counter tops.,22,6,10,An oven in a kitchen with a _ on top in between counter tops
A person walking in the rain while holding an umbrella.,13,1,10,_ _ walking in the rain while holding an umbrella.
A person walking in the rain while holding an umbrella.,13,8,10,A person walking in the rain _ _ _ _ _
A desk with two monitors depicting security cameras.,11,1,10,_ _ _ two monitors depicting security cameras.
A desk with two monitors depicting security cameras.,11,5,10,A desk with _ _ depicting security cameras.
A person sitting on a stool on the street.,25,1,10,_ _ sitting on a stool on the street.
closeup of a cat in a bathroom sink,13,3,10,closeup of a cat _ _ _ _ _
closeup of a cat in a bathroom sink,13,4,10,closeup of a cat in a _ _ _
A small child climbs atop a large motorcycle,25,9,10,A small child _ _ a large motorcycle
"A clean, European toilet with toilet paper and cleaning brush.",29,8,10,"A clean, European toilet with toilet paper and _ _"
A ski resort that has a couple people outside. ,12,8,10,A ski resort _ _ _ _ _ _ _ outside.
A black Honda motorcycle with a dark burgundy seat.,14,10,10,A black _ _ with a dark burgundy seat
A black Honda motorcycle with a dark burgundy seat.,14,8,10,A black Honda motorcycle with a dark burgundy _
A kitchen is shown with wooden cabinets and a wooden celling.,30,2,10,_ _ _ _ with wooden cabinets and a wooden ceiling
A cat is curled up in a bowl,12,9,10,_ _ curled up in a bowl
A cat is curled up in a bowl,12,9,10,A cat is _ _ in a bowl
A biplane performing tricks in the sky with smoke coming from behind. ,11,10,10,A biplane _ _ _ _ in the sky with smoke coming from behind
Man sleeping in his bedroom next to a cat.,11,7,10,_ sleeping in his bedroom next to a cat.
Man sleeping in his bedroom next to a cat.,11,4,10,Man sleeping in his _ next to a cat.
A city street with people walking and vehicles on the road.,12,1,10,A city street with people walking _ _ _ _ _
A city street with people walking and vehicles on the road.,12,2,10,A city street with people walking and vehicles _ _ _
There are two yellow flowers inside a vase.,16,7,10,There are _ _ flowers inside a vase.
A car is at a red light in the rain.,40,9,10,A car is at a red light _ _ _
A sign for an Italian restaurant hangs outside a building.,26,3,10,_ _ _ an Italian restaurant hangs outside a building
A sign for an Italian restaurant hangs outside a building.,26,8,10,A sign for an Italian restaurant hangs outside _ _
A bathroom being renovated featuring a toilette and shower.,22,18,20,A bathroom being renovated _ _ _ toilette and shower
A bathroom being renovated featuring a toilette and shower.,22,12,20,A bathroom being renovated featuring a _ _ and shower
A giraffe and a zebra walking through an African plain.,26,18,20,A giraffe and _ _ walking through an African plain.
A motorcyclist is in mid air hanging on to the handlebars.,26,15,20,_ _ _ is in mid air hanging on to the handlebars
A motorcyclist is in mid air hanging on to the handlebars.,26,0,20,A motorcyclist is in mid air _ _ _ _ _ _ _
A motorcyclist is in mid air hanging on to the handlebars.,26,15,20,A motorcyclist is in mid air hanging on to the _
Two young men walking down a runway toward an airplane.,32,20,20,_ _ _ walking down a runway toward an airplane
A girl on a motorcycle holding a DSW bag and kissing a guy who is driving the bike.,33,16,20,_ _ on a motorcycle holding a DSW bag and kissing a guy who is driving the bike.
A girl on a motorcycle holding a DSW bag and kissing a guy who is driving the bike.,33,17,20,A girl on a motorcycle holding a _ _ _ and kissing a guy who is driving the bike.
A dog rides in a cart pulled by a man on a bike.,22,20,20,_ _ rides in a cart pulled by a man on a bike.
A dog rides in a cart pulled by a man on a bike.,22,9,20,A dog rides in a cart pulled by a _ on a bike.
A dog rides in a cart pulled by a man on a bike.,22,20,20,A dog rides in a cart pulled by a man on a _.
A few items sit on top of a toilet in a bathroom stall.,28,18,20,A few items sit on top of a toilet in a _ _.
A few items sit on top of a toilet in a bathroom stall.,28,18,20,A few items _ _ _ _ _ a toilet in a bathroom stall.
A fighter jet flying through the sky with smoke coming off of it.,35,18,20,A fighter jet _ _ _ _ with smoke coming off of it
A fighter jet flying through the sky with smoke coming off of it.,35,7,20,A fighter jet flying through the sky with _ _ _ _ _ _ _
Two old photos with women in a kitchen.,31,8,20,Two old photos _ _ _ _ _
Two old photos with women in a kitchen.,31,14,20,Two old photos with women _ _ _
Two old photos with women in a kitchen.,31,17,20,Two old photos with women in a _
The city streets are dark and deserted at night.,36,7,20,_ _ _ are dark and deserted at night
The city streets are dark and deserted at night.,36,3,20,The city streets _ _ and deserted at night
Four giraffes in a grassy plain with trees in the background.,24,7,20,_ _ _ in a grassy plain with trees in the background.
Four giraffes in a grassy plain with trees in the background.,24,19,20,Four giraffes _ _ _ _ _ with trees in the background.
Three airplanes on display behind a high fence.,33,11,20,_ _ on display behind a high fence.
Trees ring a cathedral with clock tower and elaborate turrets.,41,3,20,Trees ring a cathedral with _ _ and elaborate turrets.
An office kitchen with open windows and no food.,35,11,20,An office kitchen with open windows and _ _.
An office kitchen with open windows and no food.,35,9,20,An office kitchen with open windows and no _.
A person cross country skiing in the street of a town in winter.,27,15,20,A person _ _ _ in the street of a town in winter.
A giraffe looks down at a zebra on the field,30,20,20,A giraffe looks down at a zebra _ _ _
A living room is arranged so people can watch the television.,25,8,20,_ _ _ is arranged so people can watch the television
A living room is arranged so people can watch the television.,25,11,20,A living room is arranged so people can watch _ _
A woman is taking a picture of herself in a bathroom mirror.,24,9,20,A woman is _ _ _ _ of herself in a bathroom mirror
Two bicycle riders riding in the city at night.,26,7,20,_ _ _ riding in the city at night.
Two bicycle riders riding in the city at night.,26,9,20,Two bicycle riders riding in the city _ _.
Two bicycle riders riding in the city at night.,26,20,20,Two bicycle riders riding _ _ _ _ _.
Virgin sponsored airplane parked with a plane leaving in the background.,47,9,20,Virgin sponsored _ _ with a plane leaving in the background.
A room with a fir place and several baskets and a bench in the background.,31,14,20,_ _ _ a fir place and several baskets and a bench in the background.
A room with a fir place and several baskets and a bench in the background.,31,15,20,A room with a fir place and several baskets and a bench _ _ _.
