caption,rank_0,better_rank,k,mask_used
People gathered in a room to talk about their favorite tunes .,13,1,5,People gathered _ _ _ to talk about their favorite tunes .
Several men in hard hats are operating a giant pulley system .,14,2,5,Several men in _ _ are operating a giant pulley system
Two young  White males are outside near many bushes .,8,2,5,_ _ _ _ are outside near many bushes .
Two young  White males are outside near many bushes .,8,0,5,Two young White males _ _ _ many bushes .
Two young  White males are outside near many bushes .,8,5,5,Two young White males are outside near _ _ .
A gray dog is leaping over a fallen tree .,6,2,5,_ _ _ is leaping over a fallen tree .
A gray dog is leaping over a fallen tree .,6,1,5,A gray dog _ _ _ a fallen tree .
A gray dog is leaping over a fallen tree .,6,5,5,_ gray dog is leaping over a fallen tree .
A woman in a blue shirt and sunglasses lies on a red blanket in a grassy field with a bike set down next to her .,6,0,5,_ _ _ a blue shirt and sunglasses lies on a red blanket in a grassy field with a bike set down next to her .
A woman in a blue shirt and sunglasses lies on a red blanket in a grassy field with a bike set down next to her .,6,4,5,A woman in a blue shirt and sunglasses lies on a red blanket in a grassy field with a bike set down next to _ .
A group of snowmobile riders gather in the snow .,17,5,5,A group of _ _ gather in the snow .
A group of snowmobile riders gather in the snow .,17,5,5,A group of snowmobile riders _ _ _ _ .
Two little children  one boy and one girl  laugh as they sit on the grass .,9,3,5,Two little children _ _ _ _ _ laugh as they sit on the grass
Two little children  one boy and one girl  laugh as they sit on the grass .,9,3,5,Two little children one boy and one girl _ _ _ _ _ _ _ _ _
Some women are standing in front of a bus with buildings behind it .,13,3,5,Some women are standing in front of _ _ _ _ buildings behind it .
a couple of several people sitting on a ledge overlooking the beach,7,3,5,_ _ _ several people sitting on a ledge overlooking the beach
Man in red jacket shielding face from the sun to read .,10,1,5,Man in red jacket shielding face from the sun _ _ .
A girls plays in the surf .,8,1,5,A girls plays in _ _ .
A man with a badge is standing on a wood floor next to a structure .,17,3,5,_ _ _ a badge is standing on a wood floor next to a structure .
A man with a badge is standing on a wood floor next to a structure .,17,5,5,A man with _ _ _ standing on a wood floor next to a structure .
Three people are on a hilltop overlooking a green valley .,6,4,5,_ _ _ are on a hilltop overlooking a green valley .
Three people are on a hilltop overlooking a green valley .,6,3,5,Three people are on a _ overlooking a green valley .
Lady in blue coat with white and brown hat standing in front of a painting .,8,5,5,Lady in blue coat with white and brown hat _ _ _ _ _ _ _ _ .
A dog leaps to catch a ball in a field .,15,4,5,_ _ leaps to catch a ball in a field .
A woman in a white shirt is sitting at a table in a nice restaurant .,15,5,5,A woman in a _ _ is sitting at a table in a nice restaurant .
Four people are jumping from the top of a flight of stairs .,17,4,5,_ _ _ jumping from the top of a flight of stairs .
Four people are jumping from the top of a flight of stairs .,17,3,5,_ _ _ _ are jumping from the top of a flight of stairs .
Two men are at the stove preparing food .,6,2,5,Two men are at the stove _ _ .
Two men are at the stove preparing food .,6,5,5,Two men are at the stove preparing _ .
A gymnast performing on the balance beam in front of an audience .,6,2,5,A gymnast _ _ the balance beam in front of an audience .
A gymnast performing on the balance beam in front of an audience .,6,5,5,A gymnast performing on the balance beam _ _ _ _ .
The white and brown dog is running over the surface of the snow .,12,5,5,_ _ _ _ dog is running over the surface of the snow .
A man with a red jacket is shielding himself from the sun trying to read a piece of paper .,13,3,10,A man with a red jacket is shielding himself from the sun trying to read _ _ _ _ .
Reflections from the firemen 's uniforms .,13,9,10,_ _ the firemen 's uniforms .
Two young toddlers outside on the grass .,18,10,10,Two young toddlers outside on the _ .
A child using an electric mixer in a bowl .,11,4,10,A child using an electric mixer _ _ _ .
A child using an electric mixer in a bowl .,11,3,10,A child using an electric mixer in a _ .
A little baby is wearing purple pants .,12,5,10,A little baby _ _ purple pants .
A little baby is wearing purple pants .,12,4,10,A little baby is wearing _ _ .
A fish sellers stock is looked upon by two old men .,16,9,10,A fish sellers stock is looked upon by _ _ _ .
Older man working in a factory not looking too excited about the photograph .,15,9,10,_ _ _ working in a factory not looking too excited about the photograph .
Man taking a photograph of a well dressed group of teens .,17,8,10,_ taking a photograph of a well dressed group of teens .
Man taking a photograph of a well dressed group of teens .,17,9,10,Man taking a photograph of a well dressed group of _ .
A girl hitting a softball but she missed the ball .,14,1,10,_ _ hitting a softball but she missed the ball .
A girl hitting a softball but she missed the ball .,14,7,10,A girl _ _ _ but she missed the ball .
A girl hitting a softball but she missed the ball .,14,5,10,A girl hitting a softball _ _ _ _ _ .
a large lake with a lone duck swimming in it with several people around the edge of it .,12,9,10,a large lake with _ _ _ swimming in it with several people around the edge of it .
a large lake with a lone duck swimming in it with several people around the edge of it .,12,10,10,a large lake with a lone duck swimming in it with _ _ _ around the edge of it .
a large lake with a lone duck swimming in it with several people around the edge of it .,12,10,10,a large lake with a lone duck swimming in it with several people around the edge of _ .
A little girl in a pink shirt and a little girl in an orange shirt sitting in the grass .,13,7,10,A little girl in a pink shirt and a little girl in an orange shirt _ _ _ _ .
A little girl in a pink shirt and a little girl in an orange shirt sitting in the grass .,13,7,10,A little girl in a pink shirt and a little girl in an orange shirt sitting in the _ .
A boy jumps on his skateboard while a crowd watches,13,10,10,_ _ jumps on his skateboard while a crowd watches
A boy jumps on his skateboard while a crowd watches,13,6,10,A boy jumps on his skateboard while _ _ _
Two kids sit on a seesaw .,11,9,10,Two kids sit on a _ .
A man in an orange hat starring at something .,19,7,10,_ _ _ an orange hat starring at something .
A man in an orange hat starring at something .,19,3,10,A man in an orange hat _ _ _ .
A man is standing in front of a small red object that looks like a plane .,15,6,10,_ _ _ standing in front of a small red object that looks like a plane .
A man is standing in front of a small red object that looks like a plane .,15,7,10,A man is standing in front of a small red object that looks like a _ .
A man is standing in front of a small red object that looks like a plane .,15,1,10,A man is _ _ _ _ _ a small red object that looks like a plane .
Men in the business suits are crossing the street  and there are people with placards are gathering on the street .,17,8,10,_ _ the business suits are crossing the street and there are people with placards are gathering on the street
Men in the business suits are crossing the street  and there are people with placards are gathering on the street .,17,4,10,Men in the business suits are crossing the street and there are _ _ _ are gathering on the street
Men in the business suits are crossing the street  and there are people with placards are gathering on the street .,17,1,10,Men in the business suits are crossing the street and there are people with placards are gathering _ _ _
Six people are sitting at a table eating food .,18,10,10,Six people _ _ _ _ _ eating food .
Six people are sitting at a table eating food .,18,9,10,Six people are sitting _ _ _ eating food .
A girl in pigtails splashes in the shallow water .,14,1,10,_ _ _ pigtails splashes in the shallow water .
A girl in pigtails splashes in the shallow water .,14,0,10,A girl in pigtails _ _ _ _ _ _ .
A girl in pigtails splashes in the shallow water .,14,4,10,A girl in pigtails splashes in the _ _ .
A man and child kayak through gentle waters .,11,0,10,_ _ _ child kayak through gentle waters .
A man and child kayak through gentle waters .,11,4,10,A man and child kayak through _ _ .
A boy bites hard into a treat while he sits outside .,18,7,10,A boy bites hard into a treat while _ _ _ .
A boy bites hard into a treat while he sits outside .,18,9,10,A boy bites hard _ _ _ while he sits outside .
A dog shakes its head near the shore  a red ball next to it .,17,9,10,_ _ shakes its head near the shore a red ball next to it .
A dog shakes its head near the shore  a red ball next to it .,17,9,10,A dog shakes its head near the shore a red ball next to _ .
Three men are working on a roof .,12,6,10,_ _ _ working on a roof .
Two women and three men are hiking along a rocky stream .,11,10,10,Two women and three men are hiking along a _ _ .
A man in a green sweater and black vest sitting in a booth .,14,6,10,_ _ _ a green sweater and black vest sitting in a booth .
A man in a green sweater and black vest sitting in a booth .,14,9,10,A man in a green sweater and _ _ sitting in a booth .
A man in a green sweater and black vest sitting in a booth .,14,7,10,A man in a green sweater and black vest _ _ _ _ .
A man in a white t-shirt looks toward the camera surrounded by a crowd near a metro station .,11,6,10,_ _ _ a white t-shirt looks toward the camera surrounded by a crowd near a metro station .
A man in a white t-shirt looks toward the camera surrounded by a crowd near a metro station .,11,6,10,A man in a white t-shirt looks toward the camera surrounded by _ _ _ _ a metro station .
Two construction workers sitting on an I-beam .,18,8,10,Two construction workers sitting on an _ .
a black and white dog jumps to get the Frisbee .,11,4,10,a black and white _ _ to get the Frisbee .
a black and white dog jumps to get the Frisbee .,11,3,10,a black and white dog _ _ _ _ the Frisbee .
A meal is on a table in a restaurant .,15,10,10,A meal is on a table in a _ .
A person with gray hair is painting in a public place surrounded by others who are also painting .,15,9,10,_ _ _ gray hair is painting in a public place surrounded by others who are also painting .
A person with gray hair is painting in a public place surrounded by others who are also painting .,15,6,10,A person with gray hair is painting in a _ _ surrounded by others who are also painting .
Two dogs run towards each other on a rocky area with water in the background .,15,5,10,Two dogs _ _ each other on a rocky area with water in the background .
Two dogs run towards each other on a rocky area with water in the background .,15,2,10,Two dogs run towards each other on a rocky area with _ _ _ .
The man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading .,16,10,10,_ _ _ the backpack is sitting in a buildings courtyard in front of an art sculpture reading .
The man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading .,16,6,10,The man with the _ _ _ _ in a buildings courtyard in front of an art sculpture reading .
The man with the backpack is sitting in a buildings courtyard in front of an art sculpture reading .,16,8,10,The man with the backpack is sitting in a _ _ _ _ in front of an art sculpture reading .
Three men are standing at night near a black car near a shelter filled with bicycles .,11,8,10,_ _ _ are standing at night near a black car near a shelter filled with bicycles .
Three men are standing at night near a black car near a shelter filled with bicycles .,11,8,10,Three men are standing at night near a black car near a _ _ _ _ _ _ _ .
Three men are standing at night near a black car near a shelter filled with bicycles .,11,8,10,Three men are standing _ _ _ _ a black car near a shelter filled with bicycles .
A man in a green shirt and red life jacket is sitting in a canoe drifting around the lake .,12,6,10,_ _ _ a green shirt and red life jacket is sitting in a canoe drifting around the lake
A man in a green shirt and red life jacket is sitting in a canoe drifting around the lake .,12,8,10,A man in a green shirt and red life jacket is sitting in a canoe drifting around _ _
A man in a green shirt and red life jacket is sitting in a canoe drifting around the lake .,12,4,10,A man in a green shirt and red life jacket _ _ _ _ _ _ _ _ _ _ _ _ _ _ _
A man in a green shirt and red life jacket is sitting in a canoe drifting around the lake .,12,6,10,A man in a green shirt and red life jacket is sitting in a _ _ _ _ _ _ _ _ _
A security guard on watch duty at the museum .,12,4,10,_ _ _ on watch duty at the museum .
A security guard on watch duty at the museum .,12,1,10,A security guard _ _ _ at the museum .
A security guard on watch duty at the museum .,12,6,10,A _ _ on watch duty at the museum .
A group of teens sit on a wall by a beach .,14,6,10,A group of teens _ _ _ _ by a beach .
A black dog running in the surf .,11,10,10,A black dog _ _ _ _ _ .
A little boy and a girl sitting down in the grass having fun .,15,7,10,A little boy and a girl sitting down in the grass _ _ _ .
An officer in a reflective vest stands at the front of his van with his dog .,12,3,10,An officer in _ _ _ stands at the front of his van with his dog .
Three men on a large rig .,19,5,10,_ _ _ on a large rig .
A girl playing softball hits the ball almost directly downwards,16,3,10,_ _ playing softball hits the ball almost directly downwards
A girl playing softball hits the ball almost directly downwards,16,5,10,A girl _ _ hits the ball almost directly downwards
A girl playing softball hits the ball almost directly downwards,16,4,10,A girl playing softball hits the ball almost _ _
A black dog and a brown dog are jumping up to catch a red toy .,17,3,10,A black dog and a brown dog are _ _ _ _ _ a red toy .
A man is sitting at a table with a drink .,17,7,10,A man is sitting at a _ _ _ _ .
A group of people sit on a wall at the beach .,17,5,10,A group of people sit _ _ _ at the beach .
Two separate women  one wearing a white top and black pants  the other wearing all black and a pair of pink flip-flops  kneel on a gray brick sidewalk path in front of green and red bushes .,16,4,10,_ _ _ one wearing a white top and black pants  the other wearing all black and a pair of pink flip-flops  kneel on a gray brick sidewalk path in front of green and red bushes .
The white dog is playing in a green field with a yellow toy .,12,9,10,The white dog _ _ _ _ a green field with a yellow toy .
The white dog is playing in a green field with a yellow toy .,12,10,10,The white dog is playing in a _ _ _ with a yellow toy .
A boy smiles in front of a stony wall in a city .,13,3,10,A boy smiles in front of _ _ _ in a city .
A little boy at a lake watching a duck .,13,4,10,A little boy at a lake _ _ _ .
A little boy at a lake watching a duck .,13,4,10,A little boy at a lake watching a _ .
A tan dog runs on a sandy beach .,11,0,10,_ _ _ runs on a sandy beach .
A tan dog runs on a sandy beach .,11,5,10,A tan dog runs on _ _ _ .
A tan dog runs on a sandy beach .,11,1,10,_ _ dog runs on a sandy beach .
A man wearing a red life-vest is sitting in a canoe on a body of water .,13,7,10,_ _ wearing a red life-vest is sitting in a canoe on a body of water .
A man wearing a red life-vest is sitting in a canoe on a body of water .,13,4,10,A man wearing a red life-vest is sitting in a _ _ _ _ _ _ .
A man in black wields a sword in front of rolling  green hills .,16,10,10,A man in black wields a sword _ _ _ _ rolling green hills .
a group of joggers running on the sidewalk .,12,5,10,a group of joggers running on the _ .
The lady is pushing a child in a stroller .,12,9,10,_ _ is pushing a child in a stroller .
The lady is pushing a child in a stroller .,12,3,10,The lady _ _ a child in a stroller .
The lady is pushing a child in a stroller .,12,9,10,The lady is pushing _ _ in a stroller .
A group of hikers traveling along a rock strewn creek bed .,15,9,10,A group of _ traveling along a rock strewn creek bed .
Two women in colorful clothing are cleaning the road .,14,1,10,Two women in colorful clothing are cleaning _ _ .
A baby boy crying standing on a field of grass .,11,1,10,_ _ _ crying standing on a field of grass .
A baby boy crying standing on a field of grass .,11,2,10,A baby boy _ _ on a field of grass .
A baby boy crying standing on a field of grass .,11,9,10,A baby boy crying standing on a _ _ _ .
A young man in sunglasses holds a blue cup next to a grill with sausages .,13,0,10,_ _ _ in sunglasses holds a blue cup next to a grill with sausages .
A young man in sunglasses holds a blue cup next to a grill with sausages .,13,5,10,A young man in _ _ a blue cup next to a grill with sausages .
A young man in sunglasses holds a blue cup next to a grill with sausages .,13,0,10,A young man in sunglasses holds a blue cup next to a _ _ _ .
A man stands by an elevator with his head down .,18,1,10,_ _ stands by an elevator with his head down .
A man stands by an elevator with his head down .,18,8,10,A man _ _ _ elevator with his head down .
A man is sleeping on a bench near a bus stop .,12,7,10,A man is _ _ _ _ _ near a bus stop .
A man with glasses is sitting a chair playing the oboe while a man in a purple shirt plays percussion and spectators look on .,16,9,10,A man with glasses is sitting a chair playing the oboe while a man in a _ _ plays percussion and spectators look on .
